,№,Season,Team,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Player,League,Pos
3,,,,67,4872,9,7,2.0,1.31,15.09+6.09,8.25+1.25,0.28,0.15,Joelinton,EPL,F
0,1.0,2019/2020,Watford,27,2253,10,2,1.8,1.16,11.59+1.59,3.74+1.74,0.46,0.15,Troy Deeney,EPL,F
1,2.0,2018/2019,Watford,32,2552,9,5,2.26,1.48,10.23+1.23,4.69-0.31,0.36,0.17,Troy Deeney,EPL,F
2,3.0,2017/2018,Watford,29,1832,5,2,1.77,1.28,7.15+2.15,2.38+0.38,0.35,0.12,Troy Deeney,EPL,F
3,4.0,2016/2017,Watford,37,2940,10,4,1.29,1.22,8.59-1.41,3.11-0.89,0.26,0.1,Troy Deeney,EPL,F
4,5.0,2015/2016,Watford,38,3291,13,7,2.57,1.53,12.20-0.80,7.92+0.92,0.33,0.22,Troy Deeney,EPL,F
5,,,,163,12868,47,20,1.97,1.35,49.76+2.76,21.83+1.83,0.35,0.15,Troy Deeney,EPL,F
0,1.0,2019/2020,Burnley,32,2462,14,1,2.38,0.8,17.23+3.23,1.47+0.47,0.63,0.05,Chris Wood,EPL,F
1,2.0,2018/2019,Burnley,38,2603,10,2,2.01,0.73,9.13-0.87,3.65+1.65,0.32,0.13,Chris Wood,EPL,F
2,3.0,2017/2018,Burnley,24,1639,10,1,2.2,0.6,7.64-2.36,0.60-0.40,0.42,0.03,Chris Wood,EPL,F
3,4.0,2014/2015,Leicester,7,91,1,0,4.95,0.0,0.72-0.28,0.00,0.71,0.0,Chris Wood,EPL,F
4,,,,101,6795,35,4,2.23,0.72,34.72-0.28,5.72+1.72,0.46,0.08,Chris Wood,EPL,F
0,1.0,2019/2020,Liverpool,35,2761,18,7,2.51,1.92,14.58-3.42,7.24+0.24,0.48,0.24,Sadio Mané,EPL,F
1,2.0,2018/2019,Liverpool,36,3100,22,1,2.53,1.31,16.76-5.24,5.12+4.12,0.49,0.15,Sadio Mané,EPL,F
2,3.0,2017/2018,Liverpool,29,2230,10,7,2.83,1.98,11.52+1.52,5.25-1.75,0.46,0.21,Sadio Mané,EPL,F
3,4.0,2016/2017,Liverpool,27,2257,13,5,2.27,1.71,9.48-3.52,4.45-0.55,0.38,0.18,Sadio Mané,EPL,F
4,5.0,2015/2016,Southampton,37,2614,11,6,2.96,1.41,12.51+1.51,5.14-0.86,0.43,0.18,Sadio Mané,EPL,F
5,6.0,2014/2015,Southampton,30,2142,10,3,2.52,1.68,8.55-1.45,3.98+0.98,0.36,0.17,Sadio Mané,EPL,F
6,,,,194,15104,84,29,2.6,1.65,73.41-10.59,31.18+2.18,0.44,0.19,Sadio Mané,EPL,F
0,1.0,2019/2020,Crystal Palace,37,3196,9,2,1.63,0.84,7.68-1.32,2.86+0.86,0.22,0.08,Jordan Ayew,EPL,F
1,2.0,2018/2019,Crystal Palace,20,1200,1,2,2.02,1.2,2.65+1.65,1.20-0.80,0.2,0.09,Jordan Ayew,EPL,F
2,3.0,2017/2018,Swansea,36,2862,7,2,2.04,0.5,6.85-0.15,1.92-0.08,0.22,0.06,Jordan Ayew,EPL,F
3,4.0,2016/2017,Swansea,14,858,1,3,1.26,0.63,1.02+0.02,1.84-1.16,0.11,0.19,Jordan Ayew,EPL,F
4,5.0,2015/2016,Aston Villa,30,2356,7,0,2.25,0.69,4.69-2.31,1.47+1.47,0.18,0.06,Jordan Ayew,EPL,F
5,6.0,2014/2015,Lorient,31,2616,12,5,3.85,1.2,11.87-0.13,3.26-1.74,0.41,0.11,Jordan Ayew,EPL,F
6,,,,168,13088,37,14,2.29,0.83,34.76-2.24,12.55-1.45,0.24,0.09,Jordan Ayew,EPL,F
0,1.0,2019/2020,Everton,36,2639,13,1,2.9,0.51,16.11+3.11,1.34+0.34,0.55,0.05,Dominic Calvert-Lewin,EPL,F
1,2.0,2018/2019,Everton,35,1763,6,2,2.65,0.61,6.17+0.17,1.64-0.36,0.32,0.08,Dominic Calvert-Lewin,EPL,F
2,3.0,2017/2018,Everton,32,1861,4,6,2.03,0.97,5.44+1.44,3.07-2.93,0.26,0.15,Dominic Calvert-Lewin,EPL,F
3,4.0,2016/2017,Everton,11,340,1,0,1.85,0.0,1.25+0.25,0.00,0.33,0.0,Dominic Calvert-Lewin,EPL,F
4,,,,114,6603,24,9,2.54,0.64,28.96+4.96,6.04-2.96,0.39,0.08,Dominic Calvert-Lewin,EPL,F
0,1.0,2019/2020,Tottenham,29,2595,18,2,2.84,0.94,13.30-4.70,3.12+1.12,0.46,0.11,Harry Kane,EPL,F
1,2.0,2018/2019,Tottenham,28,2437,17,4,3.77,1.11,16.12-0.88,4.56+0.56,0.6,0.17,Harry Kane,EPL,F
2,3.0,2017/2018,Tottenham,37,3094,30,2,5.32,0.99,26.86-3.14,3.82+1.82,0.78,0.11,Harry Kane,EPL,F
3,4.0,2016/2017,Tottenham,30,2556,29,7,3.87,1.44,19.82-9.18,5.55-1.45,0.7,0.2,Harry Kane,EPL,F
4,5.0,2015/2016,Tottenham,38,3382,25,1,4.23,1.17,22.73-2.27,3.09+2.09,0.6,0.08,Harry Kane,EPL,F
5,6.0,2014/2015,Tottenham,34,2589,21,4,3.89,0.94,17.16-3.84,3.92-0.08,0.6,0.14,Harry Kane,EPL,F
6,,,,196,16653,140,20,4.04,1.1,115.99-24.01,24.07+4.07,0.63,0.13,Harry Kane,EPL,F
0,1.0,2019/2020,Brighton,37,2782,10,3,3.11,0.81,13.56+3.56,2.51-0.49,0.44,0.08,Neal Maupay,EPL,F
1,2.0,2015/2016,Saint-Etienne,15,511,1,2,2.29,1.41,0.92-0.08,1.30-0.70,0.16,0.23,Neal Maupay,EPL,F
2,3.0,2014/2015,Nice,13,343,1,0,1.05,0.79,1.15+0.15,0.15+0.15,0.3,0.04,Neal Maupay,EPL,F
3,,,,65,3636,12,5,2.8,0.89,15.63+3.63,3.95-1.05,0.39,0.1,Neal Maupay,EPL,F
0,1.0,2019/2020,Southampton,38,2836,22,2,2.95,1.11,15.66-6.34,2.85+0.85,0.5,0.09,Danny Ings,EPL,F
1,2.0,2018/2019,Southampton,24,1694,7,3,2.98,1.49,9.92+2.92,3.35+0.35,0.53,0.18,Danny Ings,EPL,F
2,3.0,2017/2018,Liverpool,8,263,1,0,2.74,1.03,1.55+0.55,0.18+0.18,0.53,0.06,Danny Ings,EPL,F
3,4.0,2015/2016,Liverpool,6,336,2,0,2.68,1.34,1.85-0.15,0.35+0.35,0.5,0.09,Danny Ings,EPL,F
4,5.0,2014/2015,Burnley,35,3048,11,4,2.86,1.03,12.29+1.29,4.24+0.24,0.36,0.13,Danny Ings,EPL,F
5,,,,111,8177,43,9,2.91,1.17,41.26-1.74,10.98+1.98,0.45,0.12,Danny Ings,EPL,F
0,1.0,2019/2020,Manchester United,32,2672,17,6,2.69,1.01,13.24-3.76,4.62-1.38,0.45,0.16,Anthony Martial,EPL,F
1,2.0,2018/2019,Manchester United,27,1632,10,2,2.15,1.99,7.95-2.05,3.25+1.25,0.44,0.18,Anthony Martial,EPL,F
2,3.0,2017/2018,Manchester United,30,1589,9,5,2.78,1.87,6.30-2.70,5.44+0.44,0.36,0.31,Anthony Martial,EPL,F
3,4.0,2016/2017,Manchester United,25,1558,4,6,2.43,1.44,3.31-0.69,3.67-2.33,0.19,0.21,Anthony Martial,EPL,F
4,5.0,2015/2016,Manchester United,31,2632,11,4,1.95,1.27,7.27-3.73,6.17+2.17,0.25,0.21,Anthony Martial,EPL,F
5,6.0,2015/2016,Monaco,3,204,0,1,0.44,1.76,0.08+0.08,0.81-0.19,0.04,0.36,Anthony Martial,EPL,F
6,7.0,2014/2015,Monaco,35,1819,9,3,2.52,0.59,10.84+1.84,2.40-0.60,0.54,0.12,Anthony Martial,EPL,F
7,,,,183,12106,60,27,2.37,1.32,49.01-10.99,26.35-0.65,0.36,0.2,Anthony Martial,EPL,F
0,1.0,2019/2020,Liverpool,38,3035,9,8,2.91,1.54,16.69+7.69,7.35-0.65,0.49,0.22,Roberto Firmino,EPL,F
1,2.0,2018/2019,Liverpool,34,2631,12,6,2.57,1.47,13.74+1.74,6.34+0.34,0.47,0.22,Roberto Firmino,EPL,F
2,3.0,2017/2018,Liverpool,37,2814,15,7,2.69,1.79,10.76-4.24,7.68+0.68,0.34,0.25,Roberto Firmino,EPL,F
3,4.0,2016/2017,Liverpool,35,3077,11,7,2.92,2.28,10.36-0.64,7.85+0.85,0.3,0.23,Roberto Firmino,EPL,F
4,5.0,2015/2016,Liverpool,31,2005,10,7,2.83,2.2,7.13-2.87,5.40-1.60,0.32,0.24,Roberto Firmino,EPL,F
5,6.0,2014/2015,Hoffenheim,33,2921,7,10,2.93,2.1,9.12+2.12,9.00-1.00,0.28,0.28,Roberto Firmino,EPL,F
6,,,,208,16483,64,45,2.81,1.89,67.81+3.81,43.62-1.38,0.37,0.24,Roberto Firmino,EPL,F
0,1.0,2019/2020,Bournemouth,35,2916,8,1,1.64,0.93,9.84+1.84,3.35+2.35,0.3,0.1,Callum Wilson,EPL,F
1,2.0,2018/2019,Bournemouth,30,2548,14,9,2.3,1.09,16.02+2.02,5.96-3.04,0.57,0.21,Callum Wilson,EPL,F
2,3.0,2017/2018,Bournemouth,28,2007,8,2,2.42,0.81,7.62-0.38,1.55-0.45,0.34,0.07,Callum Wilson,EPL,F
3,4.0,2016/2017,Bournemouth,20,1382,6,0,2.02,0.52,5.37-0.63,0.55+0.55,0.35,0.04,Callum Wilson,EPL,F
4,5.0,2015/2016,Bournemouth,13,769,5,0,1.99,0.82,2.35-2.65,1.08+1.08,0.27,0.13,Callum Wilson,EPL,F
5,,,,126,9622,41,12,2.06,0.88,41.19+0.19,12.49+0.49,0.39,0.12,Callum Wilson,EPL,F
0,1.0,2019/2020,Norwich,36,2908,11,3,2.48,0.93,11.52+0.52,3.62+0.62,0.36,0.11,Teemu Pukki,EPL,F
1,,,,36,2908,11,3,2.48,0.93,11.52+0.52,3.62+0.62,0.36,0.11,Teemu Pukki,EPL,F
0,1.0,2019/2020,Liverpool,34,2904,19,10,4.09,1.86,20.66+1.66,8.73-1.27,0.64,0.27,Mohamed Salah,EPL,F
1,2.0,2018/2019,Liverpool,38,3274,22,8,3.77,1.87,21.79-0.21,10.47+2.47,0.6,0.29,Mohamed Salah,EPL,F
2,3.0,2017/2018,Liverpool,36,2954,32,10,4.36,1.89,25.14-6.86,8.34-1.66,0.77,0.25,Mohamed Salah,EPL,F
3,4.0,2016/2017,Roma,31,2498,15,11,2.88,2.56,13.41-1.59,9.63-1.37,0.48,0.35,Mohamed Salah,EPL,F
4,5.0,2015/2016,Roma,34,2753,14,6,2.35,2.06,9.38-4.62,7.07+1.07,0.31,0.23,Mohamed Salah,EPL,F
5,6.0,2014/2015,Fiorentina,16,909,6,3,2.87,2.97,3.81-2.19,1.94-1.06,0.38,0.19,Mohamed Salah,EPL,F
6,7.0,2014/2015,Chelsea,3,23,0,0,7.83,3.91,0.50+0.50,0.03+0.03,1.97,0.1,Mohamed Salah,EPL,F
7,,,,192,15315,108,48,3.5,2.09,94.70-13.30,46.20-1.80,0.56,0.27,Mohamed Salah,EPL,F
0,1.0,2019/2020,Leicester,35,3034,23,5,2.64,0.95,18.90-4.10,6.37+1.37,0.56,0.19,Jamie Vardy,EPL,F
1,2.0,2018/2019,Leicester,34,2740,18,4,2.59,1.05,19.12+1.12,5.14+1.14,0.63,0.17,Jamie Vardy,EPL,F
2,3.0,2017/2018,Leicester,37,3269,20,1,1.93,0.91,15.27-4.73,3.63+2.63,0.42,0.1,Jamie Vardy,EPL,F
3,4.0,2016/2017,Leicester,35,2822,13,5,1.69,0.99,9.95-3.05,4.68-0.32,0.32,0.15,Jamie Vardy,EPL,F
4,5.0,2015/2016,Leicester,36,3154,24,6,3.28,1.37,22.14-1.86,6.27+0.27,0.63,0.18,Jamie Vardy,EPL,F
5,6.0,2014/2015,Leicester,34,2261,5,8,1.91,1.39,7.85+2.85,5.18-2.82,0.31,0.21,Jamie Vardy,EPL,F
6,,,,211,17280,103,29,2.36,1.1,93.22-9.78,31.26+2.26,0.49,0.16,Jamie Vardy,EPL,F
0,1.0,2019/2020,Wolverhampton Wanderers,38,3269,17,6,3.22,1.32,16.51-0.49,7.23+1.23,0.45,0.2,Raúl Jiménez,EPL,F
1,2.0,2018/2019,Wolverhampton Wanderers,38,3143,13,7,3.18,1.2,14.27+1.27,6.99-0.01,0.41,0.2,Raúl Jiménez,EPL,F
2,3.0,2014/2015,Atletico Madrid,21,558,1,2,2.74,1.29,2.74+1.74,2.10+0.10,0.44,0.34,Raúl Jiménez,EPL,F
3,,,,97,6970,31,15,3.16,1.27,33.52+2.52,16.32+1.32,0.43,0.21,Raúl Jiménez,EPL,F
