,№,Season,Team,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Player,League,Pos
0,1.0,2019/2020,Arsenal,31,2598,1,2,0.38,0.55,0.57-0.43,0.97-1.03,0.02,0.03,Granit Xhaka,EPL,M
1,2.0,2018/2019,Arsenal,29,2511,4,2,1.04,1.43,1.88-2.12,3.52+1.52,0.07,0.13,Granit Xhaka,EPL,M
2,3.0,2017/2018,Arsenal,38,3274,1,7,1.81,1.07,2.18+1.18,2.86-4.14,0.06,0.08,Granit Xhaka,EPL,M
3,4.0,2016/2017,Arsenal,32,2492,2,2,1.23,1.26,0.91-1.09,2.12+0.12,0.03,0.08,Granit Xhaka,EPL,M
4,5.0,2015/2016,Borussia M.Gladbach,28,2368,3,1,1.25,0.84,2.45-0.55,2.34+1.34,0.09,0.09,Granit Xhaka,EPL,M
5,6.0,2014/2015,Borussia M.Gladbach,30,2641,2,1,2.08,0.75,2.17+0.17,1.57+0.57,0.07,0.05,Granit Xhaka,EPL,M
6,,,,188,15884,13,15,1.33,0.99,10.16-2.84,13.38-1.62,0.06,0.08,Granit Xhaka,EPL,M
0,1.0,2019/2020,Leicester,31,2632,6,3,2.53,2.7,5.02-0.98,5.77+2.77,0.17,0.2,James Maddison,EPL,M
1,2.0,2018/2019,Leicester,36,2877,7,7,2.6,3.13,7.37+0.37,7.94+0.94,0.23,0.25,James Maddison,EPL,M
2,,,,67,5509,13,10,2.56,2.92,12.39-0.61,13.70+3.70,0.2,0.22,James Maddison,EPL,M
0,1.0,2019/2020,Leicester,32,2679,2,1,0.87,0.5,1.73-0.27,0.59-0.41,0.06,0.02,Wilfred Ndidi,EPL,M
1,2.0,2018/2019,Leicester,38,3305,2,0,1.5,0.6,3.12+1.12,1.69+1.69,0.08,0.05,Wilfred Ndidi,EPL,M
2,3.0,2017/2018,Leicester,33,2902,0,3,1.27,0.34,1.57+1.57,0.51-2.49,0.05,0.02,Wilfred Ndidi,EPL,M
3,4.0,2016/2017,Leicester,17,1523,2,1,1.83,0.35,1.85-0.15,0.98-0.02,0.11,0.06,Wilfred Ndidi,EPL,M
4,,,,120,10409,6,5,1.32,0.47,8.26+2.26,3.78-1.22,0.07,0.03,Wilfred Ndidi,EPL,M
0,1.0,2019/2020,Burnley,30,2627,0,0,0.62,0.41,1.35+1.35,1.17+1.17,0.05,0.04,Jack Cork,EPL,M
1,2.0,2018/2019,Burnley,37,3315,1,2,0.46,0.49,1.52+0.52,2.26+0.26,0.04,0.06,Jack Cork,EPL,M
2,3.0,2017/2018,Burnley,38,3420,2,1,0.42,0.47,1.70-0.30,0.78-0.22,0.04,0.02,Jack Cork,EPL,M
3,4.0,2016/2017,Swansea,30,2233,0,0,0.73,0.52,1.33+1.33,1.22+1.22,0.05,0.05,Jack Cork,EPL,M
4,5.0,2015/2016,Swansea,35,2543,1,2,0.67,1.06,0.92-0.08,1.96-0.04,0.03,0.07,Jack Cork,EPL,M
5,6.0,2014/2015,Swansea,15,1326,1,0,0.34,0.48,1.78+0.78,0.35+0.35,0.12,0.02,Jack Cork,EPL,M
6,7.0,2014/2015,Southampton,12,469,2,0,0.58,0.96,1.35-0.65,0.36+0.36,0.26,0.07,Jack Cork,EPL,M
7,,,,197,15933,7,5,0.54,0.58,9.94+2.94,8.10+3.10,0.06,0.05,Jack Cork,EPL,M
0,1.0,2019/2020,Watford,30,2643,0,3,0.65,0.65,0.64+0.64,2.54-0.46,0.02,0.09,Etienne Capoue,EPL,M
1,2.0,2018/2019,Watford,33,2951,1,3,0.55,0.3,1.30+0.30,1.37-1.63,0.04,0.04,Etienne Capoue,EPL,M
2,3.0,2017/2018,Watford,23,1544,1,0,1.34,0.47,0.98-0.02,0.79+0.79,0.06,0.05,Etienne Capoue,EPL,M
3,4.0,2016/2017,Watford,37,3231,7,1,1.39,1.03,3.72-3.28,1.51+0.51,0.1,0.04,Etienne Capoue,EPL,M
4,5.0,2015/2016,Watford,33,2834,0,1,1.11,0.76,3.07+3.07,1.45+0.45,0.1,0.05,Etienne Capoue,EPL,M
5,6.0,2014/2015,Tottenham,12,911,0,0,0.69,0.4,0.12+0.12,0.24+0.24,0.01,0.02,Etienne Capoue,EPL,M
6,,,,168,14114,9,8,0.97,0.65,9.82+0.82,7.90-0.10,0.06,0.05,Etienne Capoue,EPL,M
0,1.0,2019/2020,Wolverhampton Wanderers,36,2842,4,3,1.08,0.67,6.48+2.48,2.13-0.87,0.21,0.07,Matt Doherty,EPL,M
1,2.0,2018/2019,Wolverhampton Wanderers,38,3145,4,5,1.32,1.09,5.28+1.28,5.04+0.04,0.15,0.14,Matt Doherty,EPL,M
2,,,,74,5987,8,8,1.2,0.89,11.76+3.76,7.17-0.83,0.18,0.11,Matt Doherty,EPL,M
0,1.0,2019/2020,Newcastle United,36,3063,4,2,1.62,0.91,7.76+3.76,2.90+0.90,0.23,0.09,Miguel Almirón,EPL,M
1,2.0,2018/2019,Newcastle United,10,774,0,0,2.21,1.51,1.59+1.59,0.69+0.69,0.19,0.08,Miguel Almirón,EPL,M
2,,,,46,3837,4,2,1.74,1.03,9.35+5.35,3.60+1.60,0.22,0.08,Miguel Almirón,EPL,M
0,1.0,2019/2020,Bournemouth,33,2724,1,2,0.99,0.36,0.82-0.18,1.53-0.47,0.03,0.05,Jefferson Lerma,EPL,M
1,2.0,2018/2019,Bournemouth,30,2527,2,0,1.1,0.53,1.09-0.91,1.01+1.01,0.04,0.04,Jefferson Lerma,EPL,M
2,3.0,2017/2018,Levante,26,2142,0,1,1.13,0.76,1.02+1.02,1.55+0.55,0.04,0.07,Jefferson Lerma,EPL,M
3,4.0,2015/2016,Levante,33,2687,1,2,1.17,0.94,1.43+0.43,1.90-0.10,0.05,0.06,Jefferson Lerma,EPL,M
4,,,,122,10080,4,5,1.1,0.64,4.35+0.35,5.99+0.99,0.04,0.05,Jefferson Lerma,EPL,M
0,1.0,2019/2020,West Ham,33,2709,4,3,0.56,1.46,2.77-1.23,3.18+0.18,0.09,0.11,Mark Noble,EPL,M
1,2.0,2018/2019,West Ham,31,2339,5,5,0.65,0.81,3.59-1.41,1.72-3.28,0.14,0.07,Mark Noble,EPL,M
2,3.0,2017/2018,West Ham,29,2411,4,0,0.56,0.75,2.28-1.72,1.81+1.81,0.09,0.07,Mark Noble,EPL,M
3,4.0,2016/2017,West Ham,30,2422,3,0,0.93,0.89,3.65+0.65,1.43+1.43,0.14,0.05,Mark Noble,EPL,M
4,5.0,2015/2016,West Ham,37,3221,7,4,0.95,1.4,3.88-3.12,3.24-0.76,0.11,0.09,Mark Noble,EPL,M
5,6.0,2014/2015,West Ham,28,2321,2,3,0.81,1.74,2.42+0.42,3.10+0.10,0.09,0.12,Mark Noble,EPL,M
6,,,,188,15423,25,15,0.75,1.19,18.60-6.40,14.48-0.52,0.11,0.08,Mark Noble,EPL,M
0,1.0,2019/2020,Manchester City,35,2818,14,20,3.19,4.25,8.11-5.89,20.62+0.62,0.26,0.66,Kevin De Bruyne,EPL,M
1,2.0,2018/2019,Manchester City,19,965,2,2,2.89,3.36,1.47-0.53,6.65+4.65,0.14,0.62,Kevin De Bruyne,EPL,M
2,3.0,2017/2018,Manchester City,37,3103,8,16,2.7,3.05,5.40-2.60,13.10-2.90,0.16,0.38,Kevin De Bruyne,EPL,M
3,4.0,2016/2017,Manchester City,36,2893,6,18,2.68,3.2,6.77+0.77,15.89-2.11,0.21,0.49,Kevin De Bruyne,EPL,M
4,5.0,2015/2016,Manchester City,25,2006,7,9,2.2,3.63,4.31-2.69,8.33-0.67,0.19,0.37,Kevin De Bruyne,EPL,M
5,6.0,2015/2016,Wolfsburg,2,168,0,0,2.14,0.54,0.87+0.87,0.01+0.01,0.46,0.01,Kevin De Bruyne,EPL,M
6,7.0,2014/2015,Wolfsburg,34,3052,10,20,2.83,3.3,7.72-2.28,14.31-5.69,0.23,0.42,Kevin De Bruyne,EPL,M
7,,,,188,15005,47,85,2.75,3.42,34.65-12.35,78.92-6.08,0.21,0.47,Kevin De Bruyne,EPL,M
0,1.0,2019/2020,Brighton,35,2826,1,2,0.92,0.92,1.87+0.87,2.98+0.98,0.06,0.09,Davy Pröpper,EPL,M
1,2.0,2018/2019,Brighton,30,2554,1,1,0.53,0.67,0.95-0.05,1.22+0.22,0.03,0.04,Davy Pröpper,EPL,M
2,3.0,2017/2018,Brighton,35,3122,0,4,1.04,0.58,1.79+1.79,1.43-2.57,0.05,0.04,Davy Pröpper,EPL,M
3,,,,100,8502,2,7,0.85,0.72,4.61+2.61,5.63-1.37,0.05,0.06,Davy Pröpper,EPL,M
0,1.0,2019/2020,Leicester,37,2849,3,6,1.77,1.67,2.79-0.21,5.19-0.81,0.09,0.16,Youri Tielemans,EPL,M
1,2.0,2018/2019,Monaco,20,1686,5,1,1.81,1.01,2.60-2.40,2.03+1.03,0.14,0.11,Youri Tielemans,EPL,M
2,3.0,2018/2019,Leicester,13,1098,3,4,2.54,1.31,2.06-0.94,2.50-1.50,0.17,0.21,Youri Tielemans,EPL,M
3,4.0,2017/2018,Monaco,27,1559,0,1,1.44,0.98,1.21+1.21,1.22+0.22,0.07,0.07,Youri Tielemans,EPL,M
4,,,,97,7192,11,12,1.83,1.31,8.65-2.35,10.94-1.06,0.11,0.14,Youri Tielemans,EPL,M
0,1.0,2019/2020,Norwich,37,2955,1,1,0.91,0.73,1.21+0.21,2.62+1.62,0.04,0.08,Kenny McLean,EPL,M
1,,,,37,2955,1,1,0.91,0.73,1.21+0.21,2.62+1.62,0.04,0.08,Kenny McLean,EPL,M
0,1.0,2019/2020,Chelsea,36,2609,9,7,2.45,2.62,8.14-0.86,8.68+1.68,0.28,0.3,Willian,EPL,M
1,2.0,2018/2019,Chelsea,32,2123,3,6,2.63,3.35,4.35+1.35,6.52+0.52,0.18,0.28,Willian,EPL,M
2,3.0,2017/2018,Chelsea,36,1872,6,7,2.6,2.98,5.98-0.02,6.17-0.83,0.29,0.3,Willian,EPL,M
3,4.0,2016/2017,Chelsea,34,1509,8,2,2.62,3.04,3.76-4.24,3.06+1.06,0.22,0.18,Willian,EPL,M
4,5.0,2015/2016,Chelsea,35,2766,5,6,1.95,2.64,4.43-0.57,7.69+1.69,0.14,0.25,Willian,EPL,M
5,6.0,2014/2015,Chelsea,36,2439,2,3,2.03,1.81,4.23+2.23,5.78+2.78,0.16,0.21,Willian,EPL,M
6,,,,209,13318,33,31,2.34,2.69,30.88-2.12,37.90+6.90,0.21,0.26,Willian,EPL,M
0,1.0,2019/2020,Brighton,29,1812,2,4,1.44,2.93,1.46-0.54,5.95+1.95,0.07,0.3,Pascal Groß,EPL,M
1,2.0,2018/2019,Brighton,25,1896,3,3,1.14,2.56,4.14+1.14,5.61+2.61,0.2,0.27,Pascal Groß,EPL,M
2,3.0,2017/2018,Brighton,38,2979,7,8,1.3,2.45,3.34-3.66,8.66+0.66,0.1,0.26,Pascal Groß,EPL,M
3,4.0,2016/2017,Ingolstadt,33,2734,5,4,1.68,3.23,5.68+0.68,7.71+3.71,0.19,0.25,Pascal Groß,EPL,M
4,5.0,2015/2016,Ingolstadt,32,2834,1,4,2.22,3.02,3.09+2.09,8.38+4.38,0.1,0.27,Pascal Groß,EPL,M
5,,,,157,12255,18,23,1.59,2.84,17.70-0.30,36.31+13.31,0.13,0.27,Pascal Groß,EPL,M
0,1.0,2019/2020,Everton,15,1014,0,0,0.53,0.36,0.34+0.34,0.13+0.13,0.03,0.01,Morgan Schneiderlin,EPL,M
1,2.0,2018/2019,Everton,14,831,0,1,0.32,0.87,0.10+0.10,0.80-0.20,0.01,0.09,Morgan Schneiderlin,EPL,M
2,3.0,2017/2018,Everton,30,2125,0,0,0.21,0.34,0.32+0.32,0.21+0.21,0.01,0.01,Morgan Schneiderlin,EPL,M
3,4.0,2016/2017,Everton,14,1059,1,0,0.68,0.51,0.71-0.29,0.13+0.13,0.06,0.01,Morgan Schneiderlin,EPL,M
4,5.0,2016/2017,Manchester United,3,8,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Morgan Schneiderlin,EPL,M
5,6.0,2015/2016,Manchester United,29,2204,1,0,0.45,0.37,0.83-0.17,0.41+0.41,0.03,0.02,Morgan Schneiderlin,EPL,M
6,7.0,2014/2015,Southampton,26,2183,4,1,1.28,0.82,2.39-1.61,1.56+0.56,0.1,0.06,Morgan Schneiderlin,EPL,M
7,,,,131,9424,6,2,0.61,0.53,4.69-1.31,3.24+1.24,0.04,0.03,Morgan Schneiderlin,EPL,M
0,1.0,2019/2020,Chelsea,21,1100,1,4,3.27,1.96,2.84+1.84,2.86-1.14,0.23,0.23,Ross Barkley,EPL,M
1,2.0,2018/2019,Chelsea,27,1228,3,5,2.93,1.61,3.65+0.65,2.52-2.48,0.27,0.18,Ross Barkley,EPL,M
2,3.0,2017/2018,Chelsea,2,134,0,0,1.34,1.34,0.69+0.69,0.08+0.08,0.46,0.05,Ross Barkley,EPL,M
3,4.0,2016/2017,Everton,36,2922,5,8,2.74,2.59,6.94+1.94,7.26-0.74,0.21,0.22,Ross Barkley,EPL,M
4,5.0,2015/2016,Everton,38,3102,8,8,2.76,1.62,8.79+0.79,5.91-2.09,0.26,0.17,Ross Barkley,EPL,M
5,6.0,2014/2015,Everton,29,1967,2,2,2.33,1.51,3.76+1.76,2.57+0.57,0.17,0.12,Ross Barkley,EPL,M
6,,,,153,10453,19,27,2.73,1.9,26.67+7.67,21.19-5.81,0.23,0.18,Ross Barkley,EPL,M
0,1.0,2019/2020,Manchester City,34,2020,6,7,2.32,2.27,7.42+1.42,6.31-0.69,0.33,0.28,Bernardo Silva,EPL,M
1,2.0,2018/2019,Manchester City,36,2851,7,7,1.96,2.24,8.20+1.20,8.63+1.63,0.26,0.27,Bernardo Silva,EPL,M
2,3.0,2017/2018,Manchester City,35,1500,6,4,1.5,1.8,4.53-1.47,3.06-0.94,0.27,0.18,Bernardo Silva,EPL,M
3,4.0,2016/2017,Monaco,37,2829,8,9,1.91,1.91,5.71-2.29,7.41-1.59,0.18,0.24,Bernardo Silva,EPL,M
4,5.0,2015/2016,Monaco,32,2246,7,1,1.64,1.72,6.51-0.49,3.86+2.86,0.26,0.15,Bernardo Silva,EPL,M
5,6.0,2014/2015,Monaco,32,2290,9,3,1.34,1.81,6.32-2.68,5.60+2.60,0.25,0.22,Bernardo Silva,EPL,M
6,,,,206,13736,43,31,1.8,1.97,38.68-4.32,34.88+3.88,0.25,0.23,Bernardo Silva,EPL,M
0,1.0,2019/2020,West Ham,13,935,1,4,2.31,1.44,2.32+1.32,2.61-1.39,0.22,0.25,Jarrod Bowen,EPL,M
1,2.0,2016/2017,Hull,7,168,0,0,1.61,0.0,0.32+0.32,0.00,0.17,0.0,Jarrod Bowen,EPL,M
2,,,,20,1103,1,4,2.2,1.22,2.64+1.64,2.61-1.39,0.22,0.21,Jarrod Bowen,EPL,M
0,1.0,2019/2020,Bournemouth,26,2033,6,4,1.15,1.33,6.53+0.53,4.13+0.13,0.29,0.18,Joshua King,EPL,M
1,2.0,2018/2019,Bournemouth,35,2987,12,3,2.17,1.11,13.55+1.55,4.26+1.26,0.41,0.13,Joshua King,EPL,M
2,3.0,2017/2018,Bournemouth,33,2458,8,3,1.87,1.39,6.56-1.44,4.89+1.89,0.24,0.18,Joshua King,EPL,M
3,4.0,2016/2017,Bournemouth,36,2734,16,2,2.21,0.99,10.91-5.09,2.41+0.41,0.36,0.08,Joshua King,EPL,M
4,5.0,2015/2016,Bournemouth,31,1931,6,2,2.56,1.17,5.71-0.29,3.54+1.54,0.27,0.16,Joshua King,EPL,M
5,,,,161,12143,48,14,2.01,1.19,43.26-4.74,19.22+5.22,0.32,0.14,Joshua King,EPL,M
0,1.0,2019/2020,Sheffield United,14,957,1,1,0.47,0.19,0.60-0.40,0.71-0.29,0.06,0.07,Sander Berge,EPL,M
1,,,,14,957,1,1,0.47,0.19,0.60-0.40,0.71-0.29,0.06,0.07,Sander Berge,EPL,M
