,№,Season,Team,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Player,League,Pos
0,1.0,2019/2020,Nice,22,1641,1,1,2.08,1.1,3.04+2.04,1.49+0.49,0.17,0.08,Alexis Claude Maurice,Ligue1,M
1,,,,22,1641,1,1,2.08,1.1,3.04+2.04,1.49+0.49,0.17,0.08,Alexis Claude Maurice,Ligue1,M
0,1.0,2019/2020,Nimes,22,1125,0,2,1.68,0.88,1.23+1.23,1.78-0.22,0.1,0.14,Sidy Sarr,Ligue1,M
1,,,,22,1125,0,2,1.68,0.88,1.23+1.23,1.78-0.22,0.1,0.14,Sidy Sarr,Ligue1,M
0,1.0,2019/2020,Bordeaux,23,1899,1,0,0.57,0.81,0.66-0.34,0.88+0.88,0.03,0.04,Loris Benito,Ligue1,M
1,,,,23,1899,1,0,0.57,0.81,0.66-0.34,0.88+0.88,0.03,0.04,Loris Benito,Ligue1,M
0,1.0,2019/2020,Dijon,23,1886,0,1,0.43,0.43,0.50+0.50,0.48-0.52,0.02,0.02,Wesley Lautoa,Ligue1,M
1,2.0,2018/2019,Dijon,34,3033,0,0,0.42,0.12,0.47+0.47,0.19+0.19,0.01,0.01,Wesley Lautoa,Ligue1,M
2,3.0,2017/2018,Dijon,10,622,0,0,0.14,0.0,0.10+0.10,0.00,0.01,0.0,Wesley Lautoa,Ligue1,M
3,4.0,2016/2017,Lorient,21,1515,1,0,0.36,0.18,0.28-0.72,0.14+0.14,0.02,0.01,Wesley Lautoa,Ligue1,M
4,5.0,2015/2016,Lorient,13,1011,0,0,0.36,0.36,0.25+0.25,1.06+1.06,0.02,0.09,Wesley Lautoa,Ligue1,M
5,6.0,2014/2015,Lorient,26,2309,0,0,0.35,0.23,0.43+0.43,0.16+0.16,0.02,0.01,Wesley Lautoa,Ligue1,M
6,,,,127,10376,1,1,0.37,0.23,2.02+1.02,2.03+1.03,0.02,0.02,Wesley Lautoa,Ligue1,M
0,1.0,2019/2020,Bordeaux,15,1118,0,1,0.97,0.48,0.62+0.62,0.25-0.75,0.05,0.02,Aurelien Tchouameni,Ligue1,M
1,2.0,2019/2020,Monaco,3,42,0,0,4.29,4.29,0.08+0.08,0.36+0.36,0.18,0.78,Aurelien Tchouameni,Ligue1,M
2,3.0,2018/2019,Bordeaux,10,713,0,0,0.88,0.38,0.25+0.25,0.08+0.08,0.03,0.01,Aurelien Tchouameni,Ligue1,M
3,,,,28,1873,0,1,1.01,0.53,0.96+0.96,0.69-0.31,0.05,0.03,Aurelien Tchouameni,Ligue1,M
0,1.0,2019/2020,Montpellier,20,1244,0,1,0.65,0.8,0.16+0.16,0.37-0.63,0.01,0.03,Joris Chotard,Ligue1,M
1,,,,20,1244,0,1,0.65,0.8,0.16+0.16,0.37-0.63,0.01,0.03,Joris Chotard,Ligue1,M
0,1.0,2019/2020,Montpellier,16,1166,0,0,0.85,1.7,0.43+0.43,1.22+1.22,0.03,0.09,Jordan Ferri,Ligue1,M
1,2.0,2018/2019,Nimes,24,1888,2,1,0.72,1.24,0.75-1.25,2.88+1.88,0.04,0.14,Jordan Ferri,Ligue1,M
2,3.0,2018/2019,Lyon,4,113,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Jordan Ferri,Ligue1,M
3,4.0,2017/2018,Lyon,24,606,0,1,1.04,1.19,0.37+0.37,0.89-0.11,0.05,0.13,Jordan Ferri,Ligue1,M
4,5.0,2016/2017,Lyon,27,933,1,2,0.96,1.83,0.93-0.07,2.78+0.78,0.09,0.27,Jordan Ferri,Ligue1,M
5,6.0,2015/2016,Lyon,34,2462,2,5,1.17,1.65,1.90-0.10,5.26+0.26,0.07,0.19,Jordan Ferri,Ligue1,M
6,7.0,2014/2015,Lyon,35,2635,1,6,1.37,1.16,3.81+2.81,3.78-2.22,0.13,0.13,Jordan Ferri,Ligue1,M
7,,,,164,9803,6,15,1.06,1.41,8.19+2.19,16.80+1.80,0.08,0.15,Jordan Ferri,Ligue1,M
0,1.0,2019/2020,Amiens,17,1137,0,0,0.47,0.47,0.83+0.83,0.52+0.52,0.07,0.04,Eddy Gnahore,Ligue1,M
1,2.0,2018/2019,Amiens,34,2236,4,2,1.21,1.21,4.07+0.07,2.45+0.45,0.16,0.1,Eddy Gnahore,Ligue1,M
2,3.0,2016/2017,Crotone,1,22,0,0,0.0,4.09,0.00,0.06+0.06,0.0,0.25,Eddy Gnahore,Ligue1,M
3,,,,52,3395,4,2,0.95,0.98,4.90+0.90,3.03+1.03,0.13,0.08,Eddy Gnahore,Ligue1,M
0,1.0,2019/2020,Monaco,22,1206,0,2,1.04,1.12,0.57+0.57,2.19+0.19,0.04,0.16,Adrien Silva,Ligue1,M
1,2.0,2018/2019,Monaco,15,1183,0,0,0.68,0.46,0.24+0.24,0.49+0.49,0.02,0.04,Adrien Silva,Ligue1,M
2,3.0,2018/2019,Leicester,2,86,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Adrien Silva,Ligue1,M
3,4.0,2017/2018,Leicester,12,765,0,1,1.29,0.71,0.24+0.24,0.89-0.11,0.03,0.1,Adrien Silva,Ligue1,M
4,,,,51,3240,0,3,0.94,0.75,1.06+1.06,3.57+0.57,0.03,0.1,Adrien Silva,Ligue1,M
0,1.0,2019/2020,Angers,23,1494,1,2,0.84,1.51,0.78-0.22,2.13+0.13,0.05,0.13,Sada Thioub,Ligue1,M
1,2.0,2018/2019,Nimes,38,2492,3,5,1.26,1.3,3.67+0.67,2.57-2.43,0.13,0.09,Sada Thioub,Ligue1,M
2,3.0,2014/2015,Nice,2,33,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Sada Thioub,Ligue1,M
3,,,,63,4019,4,7,1.1,1.37,4.45+0.45,4.71-2.29,0.1,0.11,Sada Thioub,Ligue1,M
0,1.0,2019/2020,Amiens,20,1218,1,3,0.52,0.96,0.73-0.27,1.48-1.52,0.05,0.11,Fousseni Diabate,Ligue1,M
1,2.0,2018/2019,Leicester,1,55,0,0,0.0,1.64,0.00,0.08+0.08,0.0,0.12,Fousseni Diabate,Ligue1,M
2,3.0,2017/2018,Leicester,14,575,0,1,0.94,1.1,0.59+0.59,0.39-0.61,0.09,0.06,Fousseni Diabate,Ligue1,M
3,,,,35,1848,1,4,0.63,1.02,1.32+0.32,1.94-2.06,0.06,0.09,Fousseni Diabate,Ligue1,M
0,1.0,2019/2020,Brest,19,1226,2,1,0.95,1.17,0.74-1.26,1.85+0.85,0.05,0.14,Paul Lasne,Ligue1,M
1,2.0,2018/2019,Montpellier,35,1758,2,0,1.18,1.18,1.37-0.63,1.80+1.80,0.07,0.09,Paul Lasne,Ligue1,M
2,3.0,2017/2018,Montpellier,37,3064,1,2,1.32,1.09,1.09+0.09,2.20+0.20,0.03,0.06,Paul Lasne,Ligue1,M
3,4.0,2016/2017,Montpellier,24,1484,3,2,1.88,1.7,2.17-0.83,1.61-0.39,0.13,0.1,Paul Lasne,Ligue1,M
4,5.0,2015/2016,Montpellier,9,519,0,0,0.52,0.35,0.19+0.19,0.03+0.03,0.03,0.0,Paul Lasne,Ligue1,M
5,6.0,2014/2015,Montpellier,31,1762,1,1,1.12,0.51,1.45+0.45,0.72-0.28,0.07,0.04,Paul Lasne,Ligue1,M
6,,,,155,9813,9,6,1.26,1.06,7.00-2.00,8.21+2.21,0.06,0.08,Paul Lasne,Ligue1,M
0,1.0,2019/2020,Toulouse,21,1655,3,2,2.12,0.92,5.14+2.14,2.06+0.06,0.28,0.11,Max Gradel,Ligue1,M
1,2.0,2018/2019,Toulouse,36,3240,11,5,3.33,1.47,14.25+3.25,6.06+1.06,0.4,0.17,Max Gradel,Ligue1,M
2,3.0,2017/2018,Toulouse,29,2420,8,1,2.57,1.64,7.48-0.52,4.67+3.67,0.28,0.17,Max Gradel,Ligue1,M
3,4.0,2016/2017,Bournemouth,11,107,0,0,4.21,0.84,0.29+0.29,0.14+0.14,0.24,0.12,Max Gradel,Ligue1,M
4,5.0,2015/2016,Bournemouth,14,918,1,2,1.76,0.98,1.71+0.71,0.68-1.32,0.17,0.07,Max Gradel,Ligue1,M
5,6.0,2014/2015,Saint-Etienne,31,2186,17,3,4.2,1.89,14.41-2.59,5.48+2.48,0.59,0.23,Max Gradel,Ligue1,M
6,,,,142,10526,40,13,3.02,1.46,43.27+3.27,19.09+6.09,0.37,0.16,Max Gradel,Ligue1,M
0,1.0,2019/2020,Lille,20,1220,0,0,0.07,0.89,0.01+0.01,0.64+0.64,0.0,0.05,Boubakary Soumare,Ligue1,M
1,2.0,2018/2019,Lille,18,532,1,1,0.51,0.85,0.85-0.15,0.45-0.55,0.14,0.08,Boubakary Soumare,Ligue1,M
2,3.0,2017/2018,Lille,14,488,0,0,0.0,0.55,0.00,0.14+0.14,0.0,0.03,Boubakary Soumare,Ligue1,M
3,,,,52,2240,1,1,0.16,0.8,0.86-0.14,1.23+0.23,0.03,0.05,Boubakary Soumare,Ligue1,M
0,1.0,2019/2020,Toulouse,26,1771,1,2,1.22,2.54,1.71+0.71,5.06+3.06,0.09,0.26,Mathieu Dossevi,Ligue1,M
1,2.0,2018/2019,Toulouse,35,2499,4,2,0.83,2.16,2.62-1.38,3.95+1.95,0.09,0.14,Mathieu Dossevi,Ligue1,M
2,3.0,2017/2018,Metz,30,2524,1,11,1.14,3.03,2.16+1.16,10.46-0.54,0.08,0.37,Mathieu Dossevi,Ligue1,M
3,,,,91,6794,6,15,1.05,2.58,6.49+0.49,19.47+4.47,0.09,0.26,Mathieu Dossevi,Ligue1,M
0,1.0,2019/2020,Dijon,24,1695,6,2,2.71,1.17,4.82-1.18,3.34+1.34,0.26,0.18,Mama Baldé,Ligue1,M
1,,,,24,1695,6,2,2.71,1.17,4.82-1.18,3.34+1.34,0.26,0.18,Mama Baldé,Ligue1,M
0,1.0,2019/2020,Brest,24,1505,3,1,1.61,1.2,2.28-0.72,1.84+0.84,0.14,0.11,Samuel Grandsir,Ligue1,M
1,2.0,2018/2019,Monaco,12,462,0,1,1.17,1.36,0.12+0.12,2.22+1.22,0.02,0.43,Samuel Grandsir,Ligue1,M
2,3.0,2018/2019,Strasbourg,8,233,0,0,0.39,0.39,0.05+0.05,0.32+0.32,0.02,0.12,Samuel Grandsir,Ligue1,M
3,4.0,2017/2018,Troyes,36,2626,3,4,1.65,1.1,5.19+2.19,3.85-0.15,0.18,0.13,Samuel Grandsir,Ligue1,M
4,5.0,2015/2016,Troyes,1,13,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Samuel Grandsir,Ligue1,M
5,,,,81,4839,6,6,1.53,1.12,7.64+1.64,8.24+2.24,0.14,0.15,Samuel Grandsir,Ligue1,M
0,1.0,2019/2020,Strasbourg,24,1515,0,0,1.07,1.25,0.77+0.77,1.00+1.00,0.05,0.06,Jean-Ricner Bellegarde,Ligue1,M
1,,,,24,1515,0,0,1.07,1.25,0.77+0.77,1.00+1.00,0.05,0.06,Jean-Ricner Bellegarde,Ligue1,M
0,1.0,2019/2020,Bordeaux,20,1366,1,1,2.57,0.66,2.70+1.70,1.46+0.46,0.18,0.1,Samuel Kalu,Ligue1,M
1,2.0,2018/2019,Bordeaux,21,1269,3,2,2.91,2.06,2.92-0.08,3.92+1.92,0.21,0.28,Samuel Kalu,Ligue1,M
2,,,,41,2635,4,3,2.73,1.33,5.63+1.63,5.38+2.38,0.19,0.18,Samuel Kalu,Ligue1,M
0,1.0,2019/2020,Paris Saint Germain,26,2016,8,14,3.3,3.44,8.40+0.40,13.91-0.09,0.37,0.62,Ángel Di María,Ligue1,M
1,2.0,2018/2019,Paris Saint Germain,30,2357,12,11,3.74,2.14,9.62-2.38,8.53-2.47,0.37,0.33,Ángel Di María,Ligue1,M
2,3.0,2017/2018,Paris Saint Germain,30,2134,11,6,4.13,2.19,12.92+1.92,7.66+1.66,0.54,0.32,Ángel Di María,Ligue1,M
3,4.0,2016/2017,Paris Saint Germain,29,2053,6,7,3.64,3.38,5.97-0.03,10.62+3.62,0.26,0.47,Ángel Di María,Ligue1,M
4,5.0,2015/2016,Paris Saint Germain,29,2138,10,18,2.9,4.17,6.79-3.21,17.35-0.65,0.29,0.73,Ángel Di María,Ligue1,M
5,6.0,2014/2015,Manchester United,27,1642,3,10,3.34,2.85,2.93-0.07,7.30-2.70,0.16,0.4,Ángel Di María,Ligue1,M
6,,,,171,12340,50,66,3.52,3.01,46.64-3.36,65.36-0.64,0.34,0.48,Ángel Di María,Ligue1,M
0,1.0,2019/2020,Brest,23,1475,3,7,2.01,1.04,1.54-1.46,3.37-3.63,0.09,0.21,Yoann Court,Ligue1,M
1,2.0,2015/2016,Troyes,25,956,0,0,2.07,1.22,1.60+1.60,0.68+0.68,0.15,0.06,Yoann Court,Ligue1,M
2,,,,48,2431,3,7,2.04,1.11,3.14+0.14,4.05-2.95,0.12,0.15,Yoann Court,Ligue1,M
0,1.0,2019/2020,Nimes,20,1363,0,0,0.92,0.66,1.44+1.44,0.50+0.50,0.09,0.03,Lamine Fomba,Ligue1,M
1,,,,20,1363,0,0,0.92,0.66,1.44+1.44,0.50+0.50,0.09,0.03,Lamine Fomba,Ligue1,M
0,1.0,2019/2020,Amiens,19,1379,0,0,0.72,0.65,0.42+0.42,0.29+0.29,0.03,0.02,Thomas Monconduit,Ligue1,M
1,2.0,2018/2019,Amiens,33,2827,0,1,0.54,1.02,0.45+0.45,1.72+0.72,0.01,0.05,Thomas Monconduit,Ligue1,M
2,3.0,2017/2018,Amiens,34,2962,1,3,0.82,0.7,0.72-0.28,1.87-1.13,0.02,0.06,Thomas Monconduit,Ligue1,M
3,,,,86,7168,1,4,0.69,0.82,1.59+0.59,3.88-0.12,0.02,0.05,Thomas Monconduit,Ligue1,M
0,1.0,2019/2020,Reims,26,1755,2,1,2.21,1.28,3.08+1.08,1.82+0.82,0.16,0.09,Moussa Doumbia,Ligue1,M
1,2.0,2018/2019,Reims,28,1604,3,1,1.63,1.12,1.54-1.46,1.90+0.90,0.09,0.11,Moussa Doumbia,Ligue1,M
2,3.0,2017/2018,FC Rostov,18,680,0,0,3.04,1.59,0.98+0.98,1.05+1.05,0.13,0.14,Moussa Doumbia,Ligue1,M
3,4.0,2016/2017,Arsenal Tula,12,1023,1,0,2.29,1.06,0.78-0.22,0.44+0.44,0.07,0.04,Moussa Doumbia,Ligue1,M
4,5.0,2016/2017,FC Rostov,6,192,0,0,0.94,1.41,0.10+0.10,0.11+0.11,0.05,0.05,Moussa Doumbia,Ligue1,M
5,6.0,2015/2016,FC Rostov,12,388,3,0,3.02,1.86,1.09-1.91,0.92+0.92,0.25,0.21,Moussa Doumbia,Ligue1,M
6,7.0,2014/2015,FC Rostov,19,748,0,1,1.32,1.44,0.89+0.89,0.95-0.05,0.11,0.11,Moussa Doumbia,Ligue1,M
7,,,,121,6390,9,3,2.07,1.3,8.45-0.55,7.18+4.18,0.12,0.1,Moussa Doumbia,Ligue1,M
0,1.0,2019/2020,Brest,24,1394,3,1,1.29,1.23,1.73-1.27,1.47+0.47,0.11,0.1,Cristian Battocchio,Ligue1,M
1,,,,24,1394,3,1,1.29,1.23,1.73-1.27,1.47+0.47,0.11,0.1,Cristian Battocchio,Ligue1,M
0,1.0,2019/2020,Nimes,17,1356,2,1,1.0,1.0,1.41-0.59,1.16+0.16,0.09,0.08,Lucas Deaux,Ligue1,M
1,2.0,2018/2019,Guingamp,18,1205,3,1,1.34,1.05,1.85-1.15,1.57+0.57,0.14,0.12,Lucas Deaux,Ligue1,M
2,3.0,2017/2018,Guingamp,26,1960,2,1,0.83,0.69,1.87-0.13,1.77+0.77,0.09,0.08,Lucas Deaux,Ligue1,M
3,4.0,2016/2017,Guingamp,38,3091,2,5,0.58,0.7,2.54+0.54,2.32-2.68,0.07,0.07,Lucas Deaux,Ligue1,M
4,5.0,2015/2016,Nantes,16,1182,0,0,0.15,0.3,0.21+0.21,0.32+0.32,0.02,0.02,Lucas Deaux,Ligue1,M
5,6.0,2014/2015,Nantes,34,2100,0,0,0.6,0.81,0.69+0.69,1.96+1.96,0.03,0.08,Lucas Deaux,Ligue1,M
6,,,,149,10894,9,8,0.72,0.75,8.56-0.44,9.10+1.10,0.07,0.08,Lucas Deaux,Ligue1,M
0,1.0,2019/2020,Angers,24,1746,1,2,1.86,1.34,2.30+1.30,2.45+0.45,0.12,0.13,Pierrick Capelle,Ligue1,M
1,2.0,2018/2019,Angers,26,1846,3,3,1.37,1.27,3.08+0.08,3.73+0.73,0.15,0.18,Pierrick Capelle,Ligue1,M
2,3.0,2017/2018,Angers,28,1910,2,1,1.88,1.41,2.52+0.52,1.90+0.90,0.12,0.09,Pierrick Capelle,Ligue1,M
3,4.0,2016/2017,Angers,32,1748,2,1,1.65,1.13,2.04+0.04,1.63+0.63,0.1,0.08,Pierrick Capelle,Ligue1,M
4,5.0,2015/2016,Angers,28,1249,4,0,1.95,1.37,2.10-1.90,0.94+0.94,0.15,0.07,Pierrick Capelle,Ligue1,M
5,,,,138,8499,12,7,1.73,1.3,12.03+0.03,10.64+3.64,0.13,0.11,Pierrick Capelle,Ligue1,M
0,1.0,2019/2020,Bordeaux,24,1646,6,2,1.97,0.33,3.93-2.07,0.96-1.04,0.22,0.05,Hwang Ui-Jo,Ligue1,M
1,,,,24,1646,6,2,1.97,0.33,3.93-2.07,0.96-1.04,0.22,0.05,Hwang Ui-Jo,Ligue1,M
0,1.0,2019/2020,Paris Saint Germain,20,1483,0,5,0.12,1.64,0.20+0.20,3.51-1.49,0.01,0.21,Marco Verratti,Ligue1,M
1,2.0,2018/2019,Paris Saint Germain,26,1887,0,2,0.14,1.43,0.11+0.11,3.66+1.66,0.01,0.17,Marco Verratti,Ligue1,M
2,3.0,2017/2018,Paris Saint Germain,22,1728,0,3,0.42,1.46,0.38+0.38,1.94-1.06,0.02,0.1,Marco Verratti,Ligue1,M
3,4.0,2016/2017,Paris Saint Germain,28,2162,3,5,0.5,1.62,1.17-1.83,5.93+0.93,0.05,0.25,Marco Verratti,Ligue1,M
4,5.0,2015/2016,Paris Saint Germain,18,1060,0,3,0.17,1.7,0.04+0.04,1.65-1.35,0.0,0.14,Marco Verratti,Ligue1,M
5,6.0,2014/2015,Paris Saint Germain,32,2466,2,8,0.44,1.39,1.50-0.50,6.78-1.22,0.05,0.25,Marco Verratti,Ligue1,M
6,,,,146,10786,5,26,0.33,1.52,3.40-1.60,23.47-2.53,0.03,0.2,Marco Verratti,Ligue1,M
0,1.0,2019/2020,Nantes,27,1469,1,3,1.16,2.27,1.92+0.92,4.37+1.37,0.12,0.27,Abdoul Kader Bamba,Ligue1,M
1,,,,27,1469,1,3,1.16,2.27,1.92+0.92,4.37+1.37,0.12,0.27,Abdoul Kader Bamba,Ligue1,M
0,1.0,2019/2020,Marseille,25,1401,2,3,0.71,0.77,1.89-0.11,0.68-2.32,0.12,0.04,Kevin Strootman,Ligue1,M
1,2.0,2018/2019,Marseille,28,1934,1,5,0.74,1.16,1.05+0.05,1.65-3.35,0.05,0.08,Kevin Strootman,Ligue1,M
2,3.0,2018/2019,Roma,1,90,0,0,0.0,2.0,0.00,0.13+0.13,0.0,0.13,Kevin Strootman,Ligue1,M
3,4.0,2017/2018,Roma,32,2261,1,0,0.88,1.19,3.31+2.31,1.47+1.47,0.13,0.06,Kevin Strootman,Ligue1,M
4,5.0,2016/2017,Roma,33,2791,4,7,0.74,1.77,3.30-0.70,6.87-0.13,0.11,0.22,Kevin Strootman,Ligue1,M
5,6.0,2015/2016,Roma,5,189,0,1,0.95,1.43,0.13+0.13,0.57-0.43,0.06,0.27,Kevin Strootman,Ligue1,M
6,7.0,2014/2015,Roma,6,316,0,2,0.85,2.28,0.09+0.09,1.43-0.57,0.03,0.41,Kevin Strootman,Ligue1,M
7,,,,130,8982,8,18,0.77,1.35,9.78+1.78,12.80-5.20,0.1,0.13,Kevin Strootman,Ligue1,M
0,1.0,2019/2020,Angers,25,1549,1,3,2.03,1.28,1.52+0.52,2.45-0.55,0.09,0.14,Pereira Lage,Ligue1,M
1,,,,25,1549,1,3,2.03,1.28,1.52+0.52,2.45-0.55,0.09,0.14,Pereira Lage,Ligue1,M
0,1.0,2019/2020,Dijon,20,1513,4,0,2.32,2.62,3.25-0.75,3.69+3.69,0.19,0.22,Mounir Chouiar,Ligue1,M
1,,,,20,1513,4,0,2.32,2.62,3.25-0.75,3.69+3.69,0.19,0.22,Mounir Chouiar,Ligue1,M
0,1.0,2019/2020,Strasbourg,22,1491,2,3,2.05,1.99,1.77-0.23,3.50+0.50,0.11,0.21,Dmitri Lienard,Ligue1,M
1,2.0,2018/2019,Strasbourg,22,1295,0,2,1.53,0.97,0.88+0.88,0.70-1.30,0.06,0.05,Dmitri Lienard,Ligue1,M
2,3.0,2017/2018,Strasbourg,33,2606,5,5,1.83,2.11,3.34-1.66,7.33+2.33,0.12,0.25,Dmitri Lienard,Ligue1,M
3,,,,77,5392,7,10,1.82,1.8,5.98-1.02,11.53+1.53,0.1,0.19,Dmitri Lienard,Ligue1,M
0,1.0,2019/2020,Saint-Etienne,24,1606,1,4,1.46,2.35,1.84+0.84,3.88-0.12,0.1,0.22,Ryad Boudebouz,Ligue1,M
1,2.0,2018/2019,Celta Vigo,11,725,1,2,1.37,1.99,1.31+0.31,2.77+0.77,0.16,0.34,Ryad Boudebouz,Ligue1,M
2,3.0,2018/2019,Real Betis,9,543,0,0,1.66,1.66,0.59+0.59,1.10+1.10,0.1,0.18,Ryad Boudebouz,Ligue1,M
3,4.0,2017/2018,Real Betis,27,1362,2,3,1.26,1.85,0.67-1.33,2.61-0.39,0.04,0.17,Ryad Boudebouz,Ligue1,M
4,5.0,2016/2017,Montpellier,33,2928,11,9,1.84,3.6,5.68-5.32,10.12+1.12,0.17,0.31,Ryad Boudebouz,Ligue1,M
5,6.0,2015/2016,Montpellier,38,3256,2,11,1.46,3.29,2.84+0.84,14.31+3.31,0.08,0.4,Ryad Boudebouz,Ligue1,M
6,7.0,2014/2015,SC Bastia,34,2831,5,3,1.18,1.59,5.02+0.02,3.06+0.06,0.16,0.1,Ryad Boudebouz,Ligue1,M
7,,,,176,13251,22,32,1.47,2.59,17.94-4.06,37.84+5.84,0.12,0.26,Ryad Boudebouz,Ligue1,M
0,1.0,2019/2020,Lille,19,1483,3,1,1.82,2.12,1.98-1.02,2.74+1.74,0.12,0.17,Renato Sanches,Ligue1,M
1,2.0,2019/2020,Bayern Munich,1,2,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Renato Sanches,Ligue1,M
2,3.0,2018/2019,Bayern Munich,17,553,1,1,2.77,1.46,0.79-0.21,0.82-0.18,0.13,0.13,Renato Sanches,Ligue1,M
3,4.0,2017/2018,Swansea,12,703,0,0,1.54,0.77,0.37+0.37,0.25+0.25,0.05,0.03,Renato Sanches,Ligue1,M
4,5.0,2016/2017,Bayern Munich,17,614,0,0,1.76,0.59,0.25+0.25,0.12+0.12,0.04,0.02,Renato Sanches,Ligue1,M
5,,,,66,3355,4,2,1.9,1.45,3.39-0.61,3.94+1.94,0.09,0.11,Renato Sanches,Ligue1,M
0,1.0,2019/2020,Dijon,26,1690,1,1,0.59,0.64,0.31-0.69,1.28+0.28,0.02,0.07,Romain Amalfitano,Ligue1,M
1,2.0,2018/2019,Dijon,32,2534,0,0,0.67,0.53,0.46+0.46,0.90+0.90,0.02,0.03,Romain Amalfitano,Ligue1,M
2,3.0,2017/2018,Dijon,33,2712,0,3,0.4,0.73,0.21+0.21,1.82-1.18,0.01,0.06,Romain Amalfitano,Ligue1,M
3,4.0,2016/2017,Dijon,26,1411,0,0,1.08,0.38,0.64+0.64,0.28+0.28,0.04,0.02,Romain Amalfitano,Ligue1,M
4,,,,117,8347,1,4,0.64,0.59,1.62+0.62,4.28+0.28,0.02,0.05,Romain Amalfitano,Ligue1,M
0,1.0,2019/2020,Rennes,22,1702,5,3,2.27,2.27,5.35+0.35,4.74+1.74,0.28,0.25,Raphinha,Ligue1,M
1,,,,22,1702,5,3,2.27,2.27,5.35+0.35,4.74+1.74,0.28,0.25,Raphinha,Ligue1,M
0,1.0,2019/2020,Monaco,21,1692,4,1,1.49,1.44,4.74+0.74,3.68+2.68,0.25,0.2,Gelson Martins,Ligue1,M
1,2.0,2018/2019,Monaco,16,1398,4,2,1.93,1.03,3.43-0.57,2.16+0.16,0.22,0.14,Gelson Martins,Ligue1,M
2,3.0,2018/2019,Atletico Madrid,8,212,0,0,2.12,0.85,0.37+0.37,0.05+0.05,0.16,0.02,Gelson Martins,Ligue1,M
3,,,,45,3302,8,3,1.72,1.23,8.53+0.53,5.90+2.90,0.23,0.16,Gelson Martins,Ligue1,M
0,1.0,2019/2020,Angers,20,1594,1,1,1.98,1.47,2.63+1.63,2.18+1.18,0.15,0.12,Angelo Fulgini,Ligue1,M
1,2.0,2018/2019,Angers,31,1634,4,1,1.54,2.26,2.78-1.22,3.35+2.35,0.15,0.18,Angelo Fulgini,Ligue1,M
2,3.0,2017/2018,Angers,29,1524,3,5,2.19,2.01,2.83-0.17,3.64-1.36,0.17,0.21,Angelo Fulgini,Ligue1,M
3,,,,80,4752,8,7,1.89,1.91,8.25+0.25,9.17+2.17,0.16,0.17,Angelo Fulgini,Ligue1,M
0,1.0,2019/2020,Nantes,24,1872,5,1,2.21,1.15,3.83-1.17,1.50+0.50,0.18,0.07,Ludovic Blas,Ligue1,M
1,2.0,2018/2019,Guingamp,34,2381,1,6,1.59,0.72,2.26+1.26,2.96-3.04,0.09,0.11,Ludovic Blas,Ligue1,M
2,3.0,2017/2018,Guingamp,31,1779,3,2,1.92,0.96,3.16+0.16,1.20-0.80,0.16,0.06,Ludovic Blas,Ligue1,M
3,4.0,2016/2017,Guingamp,24,1140,1,1,2.37,0.55,2.43+1.43,0.88-0.12,0.19,0.07,Ludovic Blas,Ligue1,M
4,5.0,2015/2016,Guingamp,14,634,1,2,1.56,1.14,0.82-0.18,1.39-0.61,0.12,0.2,Ludovic Blas,Ligue1,M
5,,,,127,7806,11,12,1.93,0.89,12.50+1.50,7.93-4.07,0.14,0.09,Ludovic Blas,Ligue1,M
0,1.0,2019/2020,Montpellier,19,1543,6,2,1.81,1.63,2.46-3.54,2.14+0.14,0.14,0.12,Téji Savanier,Ligue1,M
1,2.0,2018/2019,Nimes,32,2867,6,14,2.1,2.7,5.00-1.00,10.25-3.75,0.16,0.32,Téji Savanier,Ligue1,M
2,,,,51,4410,12,16,2.0,2.33,7.46-4.54,12.39-3.61,0.15,0.25,Téji Savanier,Ligue1,M
0,1.0,2019/2020,Nimes,26,2251,3,4,1.8,2.04,4.16+1.16,5.52+1.52,0.17,0.22,Zinedine Ferhat,Ligue1,M
1,,,,26,2251,3,4,1.8,2.04,4.16+1.16,5.52+1.52,0.17,0.22,Zinedine Ferhat,Ligue1,M
0,1.0,2019/2020,Nimes,27,2006,5,2,1.39,0.99,2.52-2.48,1.45-0.55,0.11,0.06,Romain Philippoteaux,Ligue1,M
1,2.0,2016/2017,Lorient,30,1571,2,1,1.43,0.86,1.99-0.01,1.85+0.85,0.11,0.11,Romain Philippoteaux,Ligue1,M
2,3.0,2015/2016,Lorient,31,1421,0,3,0.95,0.89,0.70+0.70,1.81-1.19,0.04,0.11,Romain Philippoteaux,Ligue1,M
3,4.0,2014/2015,Lorient,15,1037,2,1,1.13,1.22,1.02-0.98,0.96-0.04,0.09,0.08,Romain Philippoteaux,Ligue1,M
4,,,,103,6035,9,7,1.25,0.97,6.24-2.76,6.06-0.94,0.09,0.09,Romain Philippoteaux,Ligue1,M
0,1.0,2019/2020,Saint-Etienne,26,2049,10,3,3.38,0.79,9.68-0.32,1.84-1.16,0.42,0.08,Denis Bouanga,Ligue1,M
