,№,Season,Team,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Player,League,Pos
1,2.0,2018/2019,Guingamp,11,748,0,0,0.36,0.48,0.10+0.10,0.08+0.08,0.01,0.01,Didier Ndong,Ligue1,M
2,3.0,2016/2017,Sunderland,31,2519,1,0,0.57,0.57,0.76-0.24,1.23+1.23,0.03,0.04,Didier Ndong,Ligue1,M
3,4.0,2016/2017,Lorient,2,119,0,0,0.76,0.76,0.02+0.02,0.01+0.01,0.02,0.01,Didier Ndong,Ligue1,M
4,5.0,2015/2016,Lorient,34,3056,2,1,0.97,0.47,1.60-0.40,1.05+0.05,0.05,0.03,Didier Ndong,Ligue1,M
5,6.0,2014/2015,Lorient,12,819,0,1,0.33,0.44,0.05+0.05,0.46-0.54,0.01,0.05,Didier Ndong,Ligue1,M
6,,,,117,9655,3,4,0.7,0.53,3.39+0.39,4.20+0.20,0.03,0.04,Didier Ndong,Ligue1,M
0,1.0,2019/2020,Bordeaux,25,2217,2,3,0.89,0.32,0.65-1.35,0.79-2.21,0.03,0.03,Otávio,Ligue1,M
1,2.0,2018/2019,Bordeaux,33,2884,0,2,0.66,0.31,0.62+0.62,0.37-1.63,0.02,0.01,Otávio,Ligue1,M
2,3.0,2017/2018,Bordeaux,21,1496,0,0,0.72,0.66,0.22+0.22,0.45+0.45,0.01,0.03,Otávio,Ligue1,M
3,,,,79,6597,2,5,0.75,0.4,1.49-0.51,1.61-3.39,0.02,0.02,Otávio,Ligue1,M
0,1.0,2019/2020,Nice,26,2251,5,5,2.16,1.32,4.23-0.77,3.91-1.09,0.17,0.16,Pierre Lees-Melou,Ligue1,M
1,2.0,2018/2019,Nice,30,2390,2,1,1.47,1.13,3.06+1.06,2.53+1.53,0.12,0.1,Pierre Lees-Melou,Ligue1,M
2,3.0,2017/2018,Nice,34,2900,5,6,1.55,1.77,4.61-0.39,4.93-1.07,0.14,0.15,Pierre Lees-Melou,Ligue1,M
3,4.0,2016/2017,Dijon,32,2506,7,3,1.76,1.01,3.94-3.06,3.22+0.22,0.14,0.12,Pierre Lees-Melou,Ligue1,M
4,,,,122,10047,19,15,1.72,1.33,15.84-3.16,14.59-0.41,0.14,0.13,Pierre Lees-Melou,Ligue1,M
0,1.0,2019/2020,Metz,26,2285,1,2,1.14,0.47,1.10+0.10,1.01-0.99,0.04,0.04,Digbo Maiga,Ligue1,M
1,2.0,2017/2018,Saint-Etienne,13,701,1,0,0.77,0.77,0.19-0.81,0.63+0.63,0.02,0.08,Digbo Maiga,Ligue1,M
2,3.0,2017/2018,Arsenal Tula,1,46,0,0,0.0,1.96,0.00,0.06+0.06,0.0,0.12,Digbo Maiga,Ligue1,M
3,4.0,2016/2017,Saint-Etienne,5,295,0,0,1.22,0.31,0.09+0.09,0.09+0.09,0.03,0.03,Digbo Maiga,Ligue1,M
4,,,,45,3327,2,2,1.06,0.54,1.37-0.63,1.79-0.21,0.04,0.05,Digbo Maiga,Ligue1,M
0,1.0,2019/2020,Angers,28,2507,1,1,1.26,0.47,1.20+0.20,1.34+0.34,0.04,0.05,Baptiste Santamaria,Ligue1,M
1,2.0,2018/2019,Angers,38,3256,1,0,0.66,0.36,1.19+0.19,0.50+0.50,0.03,0.01,Baptiste Santamaria,Ligue1,M
2,3.0,2017/2018,Angers,31,2599,0,0,0.62,0.59,0.38+0.38,0.68+0.68,0.01,0.02,Baptiste Santamaria,Ligue1,M
3,4.0,2016/2017,Angers,37,3081,0,0,0.99,0.35,2.14+2.14,0.50+0.50,0.06,0.01,Baptiste Santamaria,Ligue1,M
4,,,,134,11443,2,1,0.87,0.43,4.92+2.92,3.02+2.02,0.04,0.02,Baptiste Santamaria,Ligue1,M
