,№,Season,Team,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Player,League,Pos
1,2.0,2017/2018,Celta Vigo,26,1094,0,1,0.33,0.58,0.70+0.70,0.99-0.01,0.06,0.08,Nemanja Radoja,La Liga,M
2,3.0,2016/2017,Celta Vigo,31,2425,1,0,0.33,0.33,0.74-0.26,1.05+1.05,0.03,0.04,Nemanja Radoja,La Liga,M
3,4.0,2015/2016,Celta Vigo,30,1448,0,1,0.37,0.19,0.18+0.18,0.15-0.85,0.01,0.01,Nemanja Radoja,La Liga,M
4,5.0,2014/2015,Celta Vigo,28,2006,0,0,0.18,0.18,0.19+0.19,0.14+0.14,0.01,0.01,Nemanja Radoja,La Liga,M
5,,,,141,8964,2,2,0.24,0.28,1.88-0.12,2.81+0.81,0.02,0.03,Nemanja Radoja,La Liga,M
0,1.0,2019/2020,Valencia,34,2276,4,5,1.3,0.95,4.02+0.02,5.06+0.06,0.16,0.2,Ferrán Torres,La Liga,M
1,2.0,2018/2019,Valencia,24,828,2,1,1.85,1.74,1.38-0.62,1.82+0.82,0.15,0.2,Ferrán Torres,La Liga,M
2,3.0,2017/2018,Valencia,13,299,0,1,0.9,1.2,0.44+0.44,0.69-0.31,0.13,0.21,Ferrán Torres,La Liga,M
3,,,,71,3403,6,7,1.4,1.16,5.85-0.15,7.57+0.57,0.15,0.2,Ferrán Torres,La Liga,M
0,1.0,2019/2020,Celta Vigo,26,1994,0,2,0.54,0.45,0.41+0.41,1.17-0.83,0.02,0.05,Okay Yokuslu,La Liga,M
1,2.0,2018/2019,Celta Vigo,30,2219,2,0,0.73,0.45,1.90-0.10,0.90+0.90,0.08,0.04,Okay Yokuslu,La Liga,M
2,,,,56,4213,2,2,0.64,0.45,2.32+0.32,2.07+0.07,0.05,0.04,Okay Yokuslu,La Liga,M
0,1.0,2019/2020,Valencia,28,2098,2,0,0.77,0.64,1.83-0.17,1.40+1.40,0.08,0.06,Carlos Soler,La Liga,M
1,2.0,2018/2019,Valencia,31,2478,2,6,1.49,1.23,4.23+2.23,4.67-1.33,0.15,0.17,Carlos Soler,La Liga,M
2,3.0,2017/2018,Valencia,33,2373,1,4,1.71,1.33,4.58+3.58,4.13+0.13,0.17,0.16,Carlos Soler,La Liga,M
3,4.0,2016/2017,Valencia,23,1722,3,1,1.46,0.99,1.94-1.06,2.12+1.12,0.1,0.11,Carlos Soler,La Liga,M
4,,,,115,8671,8,11,1.37,1.07,12.58+4.58,12.32+1.32,0.13,0.13,Carlos Soler,La Liga,M
0,1.0,2019/2020,Levante,30,2119,7,2,2.46,1.36,5.25-1.75,2.69+0.69,0.22,0.11,Enis Bardhi,La Liga,M
1,2.0,2018/2019,Levante,36,2840,3,4,2.09,0.92,3.91+0.91,3.52-0.48,0.12,0.11,Enis Bardhi,La Liga,M
2,3.0,2017/2018,Levante,26,1571,9,1,2.12,1.32,3.23-5.77,0.91-0.09,0.18,0.05,Enis Bardhi,La Liga,M
3,,,,92,6530,19,7,2.22,1.16,12.39-6.61,7.13+0.13,0.17,0.1,Enis Bardhi,La Liga,M
0,1.0,2019/2020,Real Betis,28,2071,0,3,0.52,1.13,0.89+0.89,2.23-0.77,0.04,0.1,Andrés Guardado,La Liga,M
1,2.0,2018/2019,Real Betis,31,2343,0,4,1.0,1.19,1.57+1.57,4.29+0.29,0.06,0.16,Andrés Guardado,La Liga,M
2,3.0,2017/2018,Real Betis,29,2271,2,8,1.31,1.78,2.52+0.52,5.37-2.63,0.1,0.21,Andrés Guardado,La Liga,M
3,,,,88,6685,2,15,0.96,1.37,4.97+2.97,11.89-3.11,0.07,0.16,Andrés Guardado,La Liga,M
0,1.0,2019/2020,Alaves,29,2199,2,4,0.94,1.76,2.96+0.96,4.13+0.13,0.12,0.17,Aleix Vidal,La Liga,M
1,2.0,2018/2019,Sevilla,11,519,0,0,1.39,2.43,0.50+0.50,0.98+0.98,0.09,0.17,Aleix Vidal,La Liga,M
2,3.0,2017/2018,Barcelona,15,455,1,1,1.58,0.79,1.39+0.39,1.03+0.03,0.27,0.2,Aleix Vidal,La Liga,M
3,4.0,2016/2017,Barcelona,6,474,2,2,1.71,0.95,1.05-0.95,1.13-0.87,0.2,0.22,Aleix Vidal,La Liga,M
4,5.0,2015/2016,Barcelona,9,542,0,1,0.17,1.0,0.06+0.06,0.76-0.24,0.01,0.13,Aleix Vidal,La Liga,M
5,6.0,2014/2015,Sevilla,31,2155,4,5,0.79,1.25,3.75-0.25,5.14+0.14,0.16,0.21,Aleix Vidal,La Liga,M
6,,,,101,6344,9,13,0.96,1.45,9.71+0.71,13.17+0.17,0.14,0.19,Aleix Vidal,La Liga,M
0,1.0,2019/2020,Barcelona,29,2126,2,2,0.17,1.06,1.28-0.72,2.79+0.79,0.05,0.12,Frenkie de Jong,La Liga,M
1,,,,29,2126,2,2,0.17,1.06,1.28-0.72,2.79+0.79,0.05,0.12,Frenkie de Jong,La Liga,M
0,1.0,2019/2020,Celta Vigo,29,2138,4,1,1.35,0.97,1.72-2.28,1.76+0.76,0.07,0.07,Rafinha,La Liga,M
1,2.0,2019/2020,Barcelona,3,193,0,0,2.8,2.33,0.88+0.88,0.31+0.31,0.41,0.14,Rafinha,La Liga,M
2,3.0,2018/2019,Barcelona,5,223,0,0,0.81,0.81,0.37+0.37,0.06+0.06,0.15,0.02,Rafinha,La Liga,M
3,4.0,2017/2018,Inter,17,1060,2,3,1.27,2.38,1.45-0.55,2.75-0.25,0.12,0.23,Rafinha,La Liga,M
4,5.0,2016/2017,Barcelona,18,1079,6,2,2.09,1.17,2.80-3.20,2.01+0.01,0.23,0.17,Rafinha,La Liga,M
5,6.0,2015/2016,Barcelona,6,283,1,0,0.64,1.91,0.58-0.42,0.81+0.81,0.18,0.26,Rafinha,La Liga,M
6,7.0,2014/2015,Barcelona,24,1149,1,1,0.94,0.63,1.06+0.06,0.92-0.08,0.08,0.07,Rafinha,La Liga,M
7,,,,102,6125,14,7,1.38,1.26,8.87-5.13,8.61+1.61,0.13,0.13,Rafinha,La Liga,M
0,1.0,2019/2020,Eibar,35,2300,4,1,1.33,0.78,3.06-0.94,0.97-0.03,0.12,0.04,Edu Expósito,La Liga,M
1,2.0,2017/2018,Deportivo La Coruna,3,88,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Edu Expósito,La Liga,M
2,3.0,2016/2017,Deportivo La Coruna,1,46,0,0,1.96,1.96,0.02+0.02,0.05+0.05,0.03,0.11,Edu Expósito,La Liga,M
3,,,,39,2434,4,1,1.29,0.78,3.07-0.93,1.03+0.03,0.11,0.04,Edu Expósito,La Liga,M
0,1.0,2019/2020,Real Betis,32,2678,7,4,3.43,1.38,6.81-0.19,2.72-1.28,0.23,0.09,Nabil Fekir,La Liga,M
1,2.0,2018/2019,Lyon,29,1986,9,7,4.12,2.31,10.11+1.11,5.37-1.63,0.46,0.24,Nabil Fekir,La Liga,M
2,3.0,2017/2018,Lyon,30,2488,18,8,3.18,2.17,11.94-6.06,7.04-0.96,0.43,0.25,Nabil Fekir,La Liga,M
3,4.0,2016/2017,Lyon,32,2240,9,4,2.85,2.57,8.73-0.27,5.60+1.60,0.35,0.22,Nabil Fekir,La Liga,M
4,5.0,2015/2016,Lyon,9,455,4,1,3.96,2.37,1.75-2.25,0.56-0.44,0.35,0.11,Nabil Fekir,La Liga,M
5,6.0,2014/2015,Lyon,34,2796,13,9,2.83,1.55,10.63-2.37,6.04-2.96,0.34,0.19,Nabil Fekir,La Liga,M
6,,,,166,12643,60,33,3.27,1.96,49.98-10.02,27.32-5.68,0.36,0.19,Nabil Fekir,La Liga,M
0,1.0,2019/2020,Sevilla,34,2307,2,2,1.13,1.4,2.25+0.25,3.49+1.49,0.09,0.14,Joan Jordán,La Liga,M
1,2.0,2018/2019,Eibar,36,2884,4,4,1.81,2.06,2.60-1.40,4.20+0.20,0.08,0.13,Joan Jordán,La Liga,M
2,3.0,2017/2018,Eibar,35,2418,6,4,1.53,1.45,4.57-1.43,2.94-1.06,0.17,0.11,Joan Jordán,La Liga,M
3,4.0,2015/2016,Espanyol,9,622,1,0,1.3,1.3,0.39-0.61,0.49+0.49,0.06,0.07,Joan Jordán,La Liga,M
4,5.0,2014/2015,Espanyol,3,118,0,0,1.53,1.53,0.03+0.03,0.23+0.23,0.02,0.18,Joan Jordán,La Liga,M
5,,,,117,8349,13,10,1.5,1.64,9.84-3.16,11.36+1.36,0.11,0.12,Joan Jordán,La Liga,M
0,1.0,2019/2020,Eibar,29,2408,8,7,1.57,1.79,7.87-0.13,5.66-1.34,0.29,0.21,Fabián Orellana,La Liga,M
1,2.0,2018/2019,Eibar,33,2748,3,5,2.55,1.57,7.04+4.04,5.56+0.56,0.23,0.18,Fabián Orellana,La Liga,M
2,3.0,2017/2018,Eibar,17,1177,3,2,2.14,2.22,3.50+0.50,3.74+1.74,0.27,0.29,Fabián Orellana,La Liga,M
3,4.0,2016/2017,Valencia,16,1147,1,1,1.18,1.18,1.55+0.55,1.75+0.75,0.12,0.14,Fabián Orellana,La Liga,M
4,5.0,2016/2017,Celta Vigo,7,521,2,2,1.9,2.25,1.01-0.99,0.98-1.02,0.17,0.17,Fabián Orellana,La Liga,M
5,6.0,2015/2016,Celta Vigo,33,2922,7,7,2.37,1.79,8.42+1.42,7.70+0.70,0.26,0.24,Fabián Orellana,La Liga,M
6,7.0,2014/2015,Celta Vigo,35,2970,5,6,2.12,2.27,8.85+3.85,9.12+3.12,0.27,0.28,Fabián Orellana,La Liga,M
7,,,,170,13893,29,30,2.08,1.85,38.24+9.24,34.50+4.50,0.25,0.22,Fabián Orellana,La Liga,M
0,1.0,2019/2020,Leganes,26,2195,1,1,0.82,0.29,1.10+0.10,0.43-0.57,0.05,0.02,Rubén Pérez,La Liga,M
1,2.0,2018/2019,Leganes,31,2470,0,0,0.4,0.51,0.23+0.23,1.19+1.19,0.01,0.04,Rubén Pérez,La Liga,M
2,3.0,2017/2018,Leganes,31,2523,0,0,0.61,0.5,0.23+0.23,0.60+0.60,0.01,0.02,Rubén Pérez,La Liga,M
3,4.0,2016/2017,Leganes,30,2334,0,1,0.73,0.66,0.37+0.37,0.67-0.33,0.01,0.03,Rubén Pérez,La Liga,M
4,5.0,2015/2016,Granada,31,2486,0,2,0.62,0.83,0.95+0.95,1.38-0.62,0.03,0.05,Rubén Pérez,La Liga,M
5,6.0,2014/2015,Granada,14,1115,0,0,0.97,1.13,0.24+0.24,0.97+0.97,0.02,0.08,Rubén Pérez,La Liga,M
6,7.0,2014/2015,Torino,6,84,0,0,6.43,1.07,0.10+0.10,0.01+0.01,0.1,0.02,Rubén Pérez,La Liga,M
7,,,,169,13207,1,4,0.7,0.61,3.23+2.23,5.26+1.26,0.02,0.04,Rubén Pérez,La Liga,M
0,1.0,2019/2020,Real Valladolid,29,2212,1,2,0.53,1.18,1.22+0.22,2.06+0.06,0.05,0.08,Míchel,La Liga,M
1,2.0,2018/2019,Real Valladolid,35,2554,1,2,0.74,1.94,1.30+0.30,4.44+2.44,0.05,0.16,Míchel,La Liga,M
2,3.0,2014/2015,Getafe,12,777,1,0,1.51,1.27,0.51-0.49,0.74+0.74,0.06,0.09,Míchel,La Liga,M
3,,,,76,5543,3,4,0.76,1.54,3.03+0.03,7.24+3.24,0.05,0.12,Míchel,La Liga,M
0,1.0,2019/2020,Eibar,30,2260,1,0,1.12,0.6,0.92-0.08,0.42+0.42,0.04,0.02,Papakouly Diop,La Liga,M
1,2.0,2018/2019,Eibar,28,2350,1,1,1.38,0.38,1.63+0.63,0.90-0.10,0.06,0.03,Papakouly Diop,La Liga,M
2,3.0,2017/2018,Eibar,15,945,0,0,1.33,0.38,0.58+0.58,0.12+0.12,0.06,0.01,Papakouly Diop,La Liga,M
3,4.0,2017/2018,Espanyol,5,261,0,0,0.34,0.69,0.03+0.03,0.03+0.03,0.01,0.01,Papakouly Diop,La Liga,M
4,5.0,2016/2017,Espanyol,18,894,0,0,0.4,0.2,0.13+0.13,0.11+0.11,0.01,0.01,Papakouly Diop,La Liga,M
5,6.0,2015/2016,Espanyol,30,2493,3,0,0.79,0.11,1.68-1.32,0.30+0.30,0.06,0.01,Papakouly Diop,La Liga,M
6,7.0,2014/2015,Levante,19,1545,0,1,0.87,0.87,0.57+0.57,0.80-0.20,0.03,0.05,Papakouly Diop,La Liga,M
7,,,,145,10748,5,2,1.0,0.43,5.53+0.53,2.68+0.68,0.05,0.02,Papakouly Diop,La Liga,M
0,1.0,2019/2020,Granada,36,2569,7,3,1.54,0.67,7.17+0.17,3.94+0.94,0.25,0.14,Antonio Puertas,La Liga,M
1,,,,36,2569,7,3,1.54,0.67,7.17+0.17,3.94+0.94,0.25,0.14,Antonio Puertas,La Liga,M
0,1.0,2019/2020,Athletic Club,31,2409,5,2,1.01,1.42,3.63-1.37,2.28+0.28,0.14,0.09,Muniain,La Liga,M
1,2.0,2018/2019,Athletic Club,34,2388,7,4,0.94,1.09,7.04+0.04,3.71-0.29,0.27,0.14,Muniain,La Liga,M
2,3.0,2017/2018,Athletic Club,14,769,4,2,2.11,1.76,2.64-1.36,1.69-0.31,0.31,0.2,Muniain,La Liga,M
3,4.0,2016/2017,Athletic Club,35,2418,7,2,1.53,1.41,4.32-2.68,1.85-0.15,0.16,0.07,Muniain,La Liga,M
4,5.0,2015/2016,Athletic Club,20,1021,2,0,1.94,1.5,3.37+1.37,1.03+1.03,0.3,0.09,Muniain,La Liga,M
5,6.0,2014/2015,Athletic Club,25,2040,1,1,1.28,1.24,3.24+2.24,2.15+1.15,0.14,0.09,Muniain,La Liga,M
6,,,,159,11045,26,11,1.32,1.34,24.24-1.76,12.71+1.71,0.2,0.1,Muniain,La Liga,M
0,1.0,2019/2020,Osasuna,31,2270,0,1,0.87,0.91,1.56+1.56,1.72+0.72,0.06,0.07,Darko Brasanac,La Liga,M
1,2.0,2018/2019,Alaves,24,1586,0,1,0.51,0.51,0.44+0.44,0.38-0.62,0.02,0.02,Darko Brasanac,La Liga,M
2,3.0,2017/2018,Leganes,23,1198,2,0,0.75,1.28,1.50-0.50,0.63+0.63,0.11,0.05,Darko Brasanac,La Liga,M
3,4.0,2016/2017,Real Betis,25,1632,1,1,0.83,0.88,1.46+0.46,1.08+0.08,0.08,0.06,Darko Brasanac,La Liga,M
4,,,,103,6686,3,3,0.75,0.87,4.96+1.96,3.82+0.82,0.07,0.05,Darko Brasanac,La Liga,M
0,1.0,2019/2020,Osasuna,29,2328,2,1,0.7,0.54,2.27+0.27,0.94-0.06,0.09,0.04,Oier,La Liga,M
1,2.0,2016/2017,Osasuna,36,3150,0,2,0.23,0.51,0.50+0.50,0.67-1.33,0.01,0.02,Oier,La Liga,M
2,,,,65,5478,2,3,0.43,0.53,2.77+0.77,1.62-1.38,0.05,0.03,Oier,La Liga,M
0,1.0,2019/2020,Real Valladolid,36,2511,4,2,1.36,0.9,4.12+0.12,2.63+0.63,0.15,0.09,Óscar Plano,La Liga,M
1,2.0,2018/2019,Real Valladolid,33,2699,3,4,1.53,1.0,4.25+1.25,3.49-0.51,0.14,0.12,Óscar Plano,La Liga,M
2,,,,69,5210,7,6,1.45,0.95,8.37+1.37,6.11+0.11,0.14,0.11,Óscar Plano,La Liga,M
0,1.0,2019/2020,Real Sociedad,37,3086,10,11,1.81,1.49,8.04-1.96,8.17-2.83,0.23,0.24,Mikel Oyarzabal,La Liga,M
1,2.0,2018/2019,Real Sociedad,37,3168,13,2,1.88,1.28,11.03-1.97,4.94+2.94,0.31,0.14,Mikel Oyarzabal,La Liga,M
2,3.0,2017/2018,Real Sociedad,35,2788,12,5,2.07,1.36,8.99-3.01,5.49+0.49,0.29,0.18,Mikel Oyarzabal,La Liga,M
3,4.0,2016/2017,Real Sociedad,38,2730,2,7,1.88,1.12,4.90+2.90,5.17-1.83,0.16,0.17,Mikel Oyarzabal,La Liga,M
4,5.0,2015/2016,Real Sociedad,22,1493,6,1,1.81,1.21,2.80-3.20,2.89+1.89,0.17,0.17,Mikel Oyarzabal,La Liga,M
5,,,,169,13265,43,26,1.89,1.3,35.76-7.24,26.66+0.66,0.24,0.18,Mikel Oyarzabal,La Liga,M
0,1.0,2019/2020,Granada,30,2398,2,3,1.24,0.68,1.59-0.41,2.11-0.89,0.06,0.08,Yangel Herrera,La Liga,M
1,2.0,2018/2019,SD Huesca,16,1166,0,0,1.08,0.23,0.46+0.46,0.09+0.09,0.04,0.01,Yangel Herrera,La Liga,M
2,,,,46,3564,2,3,1.19,0.53,2.05+0.05,2.19-0.81,0.05,0.06,Yangel Herrera,La Liga,M
0,1.0,2019/2020,Villarreal,35,2472,11,9,1.78,2.58,8.85-2.15,7.98-1.02,0.32,0.29,Santiago Cazorla,La Liga,M
1,2.0,2018/2019,Villarreal,35,2651,4,10,1.05,2.44,4.29+0.29,7.84-2.16,0.15,0.27,Santiago Cazorla,La Liga,M
2,3.0,2016/2017,Arsenal,8,621,2,2,1.16,1.45,1.67-0.33,0.80-1.20,0.24,0.12,Santiago Cazorla,La Liga,M
3,4.0,2015/2016,Arsenal,15,1297,0,3,1.67,2.64,1.87+1.87,4.39+1.39,0.13,0.3,Santiago Cazorla,La Liga,M
4,5.0,2014/2015,Arsenal,37,2999,7,11,2.79,2.34,10.59+3.59,9.76-1.24,0.32,0.29,Santiago Cazorla,La Liga,M
5,,,,130,10040,24,35,1.84,2.41,27.27+3.27,30.77-4.23,0.24,0.28,Santiago Cazorla,La Liga,M
0,1.0,2019/2020,Sevilla,33,2495,3,7,1.44,2.13,3.09+0.09,5.70-1.30,0.11,0.21,Éver Banega,La Liga,M
1,2.0,2018/2019,Sevilla,32,2699,3,4,1.07,1.77,2.81-0.19,3.95-0.05,0.09,0.13,Éver Banega,La Liga,M
2,3.0,2017/2018,Sevilla,31,2392,3,3,1.39,2.52,3.77+0.77,5.50+2.50,0.14,0.21,Éver Banega,La Liga,M
3,4.0,2016/2017,Inter,28,1565,6,6,2.47,3.39,2.95-3.05,4.30-1.70,0.17,0.25,Éver Banega,La Liga,M
4,5.0,2015/2016,Sevilla,25,1728,5,2,2.03,2.29,4.00-1.00,5.71+3.71,0.21,0.3,Éver Banega,La Liga,M
5,6.0,2014/2015,Sevilla,34,2194,3,3,1.44,1.76,1.93-1.07,5.16+2.16,0.08,0.21,Éver Banega,La Liga,M
6,,,,183,13073,23,25,1.56,2.24,18.54-4.46,30.32+5.32,0.13,0.21,Éver Banega,La Liga,M
0,1.0,2019/2020,Barcelona,33,2510,2,2,0.36,0.79,1.44-0.56,3.16+1.16,0.05,0.11,Sergio Busquets,La Liga,M
1,2.0,2018/2019,Barcelona,35,2726,0,1,0.26,0.5,0.27+0.27,1.62+0.62,0.01,0.05,Sergio Busquets,La Liga,M
2,3.0,2017/2018,Barcelona,31,2604,1,4,0.17,0.83,0.74-0.26,1.76-2.24,0.03,0.06,Sergio Busquets,La Liga,M
3,4.0,2016/2017,Barcelona,33,2696,0,3,0.13,0.47,0.14+0.14,0.63-2.37,0.0,0.02,Sergio Busquets,La Liga,M
4,5.0,2015/2016,Barcelona,35,2914,0,4,0.19,0.59,0.21+0.21,3.51-0.49,0.01,0.11,Sergio Busquets,La Liga,M
5,6.0,2014/2015,Barcelona,33,2493,1,2,0.25,0.61,0.75-0.25,1.56-0.44,0.03,0.06,Sergio Busquets,La Liga,M
6,,,,200,15943,4,16,0.23,0.63,3.55-0.45,12.24-3.76,0.02,0.07,Sergio Busquets,La Liga,M
0,1.0,2019/2020,Villarreal,36,2582,2,0,1.05,0.59,2.95+0.95,0.62+0.62,0.1,0.02,Franck Zambo,La Liga,M
1,2.0,2018/2019,Fulham,22,1515,0,0,1.25,0.42,0.65+0.65,0.25+0.25,0.04,0.01,Franck Zambo,La Liga,M
2,3.0,2017/2018,Marseille,37,2429,0,0,1.26,1.04,1.15+1.15,3.43+3.43,0.04,0.13,Franck Zambo,La Liga,M
3,4.0,2016/2017,Marseille,33,1947,0,1,0.83,0.74,0.84+0.84,1.41+0.41,0.04,0.07,Franck Zambo,La Liga,M
4,5.0,2015/2016,Marseille,9,279,0,0,1.29,0.65,0.24+0.24,0.12+0.12,0.08,0.04,Franck Zambo,La Liga,M
5,,,,137,8752,2,1,1.1,0.72,5.82+3.82,5.83+4.83,0.06,0.06,Franck Zambo,La Liga,M
0,1.0,2019/2020,Espanyol,36,2649,2,1,1.77,1.02,3.28+1.28,2.75+1.75,0.11,0.09,Sergi Darder,La Liga,M
1,2.0,2018/2019,Espanyol,34,2730,4,2,1.81,1.22,3.29-0.71,3.76+1.76,0.11,0.12,Sergi Darder,La Liga,M
2,3.0,2017/2018,Espanyol,35,2798,1,2,0.93,0.9,1.02+0.02,2.51+0.51,0.03,0.08,Sergi Darder,La Liga,M
3,4.0,2017/2018,Lyon,3,212,0,0,0.85,0.85,0.03+0.03,0.09+0.09,0.01,0.04,Sergi Darder,La Liga,M
4,5.0,2016/2017,Lyon,22,1321,1,2,1.84,1.64,2.59+1.59,2.14+0.14,0.18,0.15,Sergi Darder,La Liga,M
5,6.0,2015/2016,Lyon,26,1499,2,1,1.8,1.56,3.11+1.11,3.47+2.47,0.19,0.21,Sergi Darder,La Liga,M
6,7.0,2015/2016,Malaga,1,85,0,0,3.18,1.06,0.08+0.08,0.02+0.02,0.09,0.02,Sergi Darder,La Liga,M
7,8.0,2014/2015,Malaga,34,2776,4,0,1.95,0.78,4.83+0.83,2.16+2.16,0.16,0.07,Sergi Darder,La Liga,M
8,,,,191,14070,14,8,1.65,1.1,18.23+4.23,16.91+8.91,0.12,0.11,Sergi Darder,La Liga,M
0,1.0,2019/2020,Atletico Madrid,35,2544,3,0,1.13,0.71,1.96-1.04,1.04+1.04,0.07,0.04,Thomas Partey,La Liga,M
1,2.0,2018/2019,Atletico Madrid,32,2071,3,4,1.56,0.87,1.62-1.38,1.04-2.96,0.07,0.05,Thomas Partey,La Liga,M
2,3.0,2017/2018,Atletico Madrid,33,2386,3,0,0.83,0.45,1.66-1.34,0.50+0.50,0.06,0.02,Thomas Partey,La Liga,M
3,4.0,2016/2017,Atletico Madrid,16,628,1,2,1.15,1.58,1.94+0.94,1.28-0.72,0.28,0.18,Thomas Partey,La Liga,M
4,5.0,2015/2016,Atletico Madrid,13,410,2,1,1.98,1.54,2.52+0.52,0.77-0.23,0.55,0.17,Thomas Partey,La Liga,M
5,6.0,2014/2015,Almeria,31,2372,4,0,1.21,0.42,2.94-1.06,0.46+0.46,0.11,0.02,Thomas Partey,La Liga,M
6,,,,160,10411,16,7,1.2,0.7,12.64-3.36,5.09-1.91,0.11,0.04,Thomas Partey,La Liga,M
0,1.0,2019/2020,Real Sociedad,31,2545,4,6,1.77,2.19,3.28-0.72,6.73+0.73,0.12,0.24,Martin Odegaard,La Liga,M
1,2.0,2014/2015,Real Madrid,1,31,0,0,0.0,2.9,0.00,0.13+0.13,0.0,0.37,Martin Odegaard,La Liga,M
2,,,,32,2576,4,6,1.75,2.2,3.28-0.72,6.85+0.85,0.11,0.24,Martin Odegaard,La Liga,M
0,1.0,2019/2020,Mallorca,35,2598,5,3,1.18,2.04,3.86-1.14,4.59+1.59,0.13,0.16,Salva Sevilla,La Liga,M
1,2.0,2016/2017,Espanyol,6,268,0,0,0.34,0.34,0.02+0.02,0.02+0.02,0.01,0.01,Salva Sevilla,La Liga,M
2,3.0,2015/2016,Espanyol,15,523,1,0,1.2,2.24,1.32+0.32,1.11+1.11,0.23,0.19,Salva Sevilla,La Liga,M
3,4.0,2014/2015,Espanyol,26,1453,0,3,0.87,1.55,2.39+2.39,2.95-0.05,0.15,0.18,Salva Sevilla,La Liga,M
4,,,,82,4842,6,6,1.04,1.82,7.59+1.59,8.68+2.68,0.14,0.16,Salva Sevilla,La Liga,M
0,1.0,2019/2020,Sevilla,34,2648,2,3,0.51,0.34,2.83+0.83,0.46-2.54,0.1,0.02,Fernando,La Liga,M
1,2.0,2016/2017,Manchester City,15,547,0,0,0.33,0.49,0.10+0.10,0.16+0.16,0.02,0.03,Fernando,La Liga,M
2,3.0,2015/2016,Manchester City,24,1703,2,0,0.79,0.42,2.90+0.90,0.33+0.33,0.15,0.02,Fernando,La Liga,M
3,4.0,2014/2015,Manchester City,25,1886,2,2,0.48,0.62,1.68-0.32,1.58-0.42,0.08,0.08,Fernando,La Liga,M
4,,,,98,6784,6,5,0.56,0.45,7.51+1.51,2.53-2.47,0.1,0.03,Fernando,La Liga,M
0,1.0,2019/2020,Real Madrid,35,2661,4,5,1.93,2.06,3.34-0.66,5.65+0.65,0.11,0.19,Toni Kroos,La Liga,M
1,2.0,2018/2019,Real Madrid,28,2235,0,4,1.21,2.54,1.41+1.41,4.18+0.18,0.06,0.17,Toni Kroos,La Liga,M
2,3.0,2017/2018,Real Madrid,27,2275,5,7,1.62,2.49,2.98-2.02,6.38-0.62,0.12,0.25,Toni Kroos,La Liga,M
3,4.0,2016/2017,Real Madrid,29,2503,3,12,1.19,2.88,1.74-1.26,8.08-3.92,0.06,0.29,Toni Kroos,La Liga,M
4,5.0,2015/2016,Real Madrid,32,2746,1,10,0.66,1.87,0.68-0.32,4.79-5.21,0.02,0.16,Toni Kroos,La Liga,M
5,6.0,2014/2015,Real Madrid,36,3066,2,7,1.0,2.08,2.06+0.06,4.55-2.45,0.06,0.13,Toni Kroos,La Liga,M
6,,,,187,15486,15,45,1.25,2.3,12.21-2.79,33.64-11.36,0.07,0.2,Toni Kroos,La Liga,M
0,1.0,2019/2020,Osasuna,36,2722,7,8,2.61,1.39,8.46+1.46,6.68-1.32,0.28,0.22,Roberto Torres,La Liga,M
1,2.0,2016/2017,Osasuna,32,2314,7,3,2.49,2.41,6.16-0.84,4.70+1.70,0.24,0.18,Roberto Torres,La Liga,M
2,,,,68,5036,14,11,2.56,1.86,14.62+0.62,11.37+0.37,0.26,0.2,Roberto Torres,La Liga,M
0,1.0,2019/2020,Mallorca,37,3065,5,2,1.5,1.15,4.95-0.05,2.39+0.39,0.15,0.07,Dani Rodríguez,La Liga,M
1,,,,37,3065,5,2,1.5,1.15,4.95-0.05,2.39+0.39,0.15,0.07,Dani Rodríguez,La Liga,M
0,1.0,2019/2020,Atletico Madrid,32,2704,4,5,0.77,1.9,2.64-1.36,5.55+0.55,0.09,0.18,Koke,La Liga,M
1,2.0,2018/2019,Atletico Madrid,30,2586,3,4,0.73,2.12,1.50-1.50,5.00+1.00,0.05,0.17,Koke,La Liga,M
2,3.0,2017/2018,Atletico Madrid,35,2765,4,4,0.94,1.66,2.61-1.39,6.05+2.05,0.08,0.2,Koke,La Liga,M
3,4.0,2016/2017,Atletico Madrid,36,3172,4,8,0.77,2.04,2.54-1.46,5.96-2.04,0.07,0.17,Koke,La Liga,M
4,5.0,2015/2016,Atletico Madrid,35,2976,5,14,1.27,2.33,4.69-0.31,8.98-5.02,0.14,0.27,Koke,La Liga,M
5,6.0,2014/2015,Atletico Madrid,34,2885,2,10,1.37,2.03,3.00+1.00,7.14-2.86,0.09,0.22,Koke,La Liga,M
6,,,,202,17088,22,45,0.98,2.02,16.97-5.03,38.67-6.33,0.09,0.2,Koke,La Liga,M
0,1.0,2019/2020,Villarreal,34,2689,1,2,0.7,0.33,3.53+2.53,1.10-0.90,0.12,0.04,Vicente Iborra,La Liga,M
1,2.0,2018/2019,Villarreal,19,1671,3,1,0.97,0.38,2.27-0.73,0.85-0.15,0.12,0.05,Vicente Iborra,La Liga,M
2,3.0,2018/2019,Leicester,8,220,0,0,0.82,0.41,0.27+0.27,0.10+0.10,0.11,0.04,Vicente Iborra,La Liga,M
3,4.0,2017/2018,Leicester,19,1424,3,0,0.88,0.51,1.59-1.41,0.48+0.48,0.1,0.03,Vicente Iborra,La Liga,M
