,№,Season,Team,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Player,League,Pos
2,3.0,2017/2018,Athletic Club,34,2645,10,1,2.72,0.78,10.26+0.26,3.49+2.49,0.35,0.12,Raúl García,La Liga,F
3,4.0,2016/2017,Athletic Club,36,2893,10,4,2.99,1.03,8.90-1.10,5.86+1.86,0.28,0.18,Raúl García,La Liga,F
4,5.0,2015/2016,Athletic Club,30,2376,7,6,2.92,0.91,5.77-1.23,4.72-1.28,0.22,0.18,Raúl García,La Liga,F
5,6.0,2015/2016,Atletico Madrid,1,8,0,0,11.25,0.0,0.02+0.02,0.00,0.27,0.0,Raúl García,La Liga,F
6,7.0,2014/2015,Atletico Madrid,31,1682,5,3,2.78,0.64,5.88+0.88,3.46+0.46,0.31,0.19,Raúl García,La Liga,F
7,,,,200,14887,56,18,2.83,0.85,50.34-5.66,22.59+4.59,0.3,0.14,Raúl García,La Liga,F
0,1.0,2019/2020,Espanyol,14,1064,4,0,2.96,0.51,5.34+1.34,0.31+0.31,0.45,0.03,Raúl de Tomás,La Liga,F
1,2.0,2018/2019,Rayo Vallecano,33,2822,14,1,3.67,0.61,15.15+1.15,1.73+0.73,0.48,0.06,Raúl de Tomás,La Liga,F
2,,,,47,3886,18,1,3.47,0.58,20.49+2.49,2.04+1.04,0.47,0.05,Raúl de Tomás,La Liga,F
0,1.0,2019/2020,Osasuna,14,874,3,0,2.16,0.93,2.57-0.43,0.74+0.74,0.26,0.08,Enric Gallego,La Liga,F
1,2.0,2019/2020,Getafe,5,155,0,0,1.74,0.0,0.24+0.24,0.00,0.14,0.0,Enric Gallego,La Liga,F
2,3.0,2018/2019,SD Huesca,19,1538,5,1,1.87,0.88,5.06+0.06,2.69+1.69,0.3,0.16,Enric Gallego,La Liga,F
3,,,,38,2567,8,1,1.96,0.84,7.86-0.14,3.44+2.44,0.28,0.12,Enric Gallego,La Liga,F
0,1.0,2019/2020,Real Madrid,19,1027,2,0,1.4,1.23,3.10+1.10,1.34+1.34,0.27,0.12,Rodrygo,La Liga,F
1,,,,19,1027,2,0,1.4,1.23,3.10+1.10,1.34+1.34,0.27,0.12,Rodrygo,La Liga,F
0,1.0,2019/2020,Villarreal,13,931,4,1,2.51,0.87,3.69-0.31,1.59+0.59,0.36,0.15,Paco Alcácer,La Liga,F
1,2.0,2019/2020,Borussia Dortmund,11,527,5,1,2.73,0.85,4.22-0.78,0.94-0.06,0.72,0.16,Paco Alcácer,La Liga,F
2,3.0,2018/2019,Borussia Dortmund,26,1181,18,0,3.96,1.14,10.24-7.76,1.61+1.61,0.78,0.12,Paco Alcácer,La Liga,F
3,4.0,2017/2018,Barcelona,17,690,4,3,1.96,1.3,3.51-0.49,2.35-0.65,0.46,0.31,Paco Alcácer,La Liga,F
4,5.0,2016/2017,Barcelona,20,847,6,3,2.66,1.28,5.95-0.05,3.06+0.06,0.63,0.32,Paco Alcácer,La Liga,F
5,6.0,2016/2017,Valencia,1,90,0,0,2.0,0.0,0.11+0.11,0.00,0.11,0.0,Paco Alcácer,La Liga,F
6,7.0,2015/2016,Valencia,34,2416,13,6,2.27,1.23,13.27+0.27,6.13+0.13,0.49,0.23,Paco Alcácer,La Liga,F
7,8.0,2014/2015,Valencia,32,2179,11,5,2.52,0.95,10.36-0.64,3.75-1.25,0.43,0.15,Paco Alcácer,La Liga,F
8,,,,154,8861,61,19,2.62,1.09,51.34-9.66,19.43+0.43,0.52,0.2,Paco Alcácer,La Liga,F
0,1.0,2019/2020,Espanyol,33,1740,4,0,2.33,0.88,6.16+2.16,2.10+2.10,0.32,0.11,Wu Lei,La Liga,F
1,2.0,2018/2019,Espanyol,16,1078,3,1,2.5,0.83,4.58+1.58,1.41+0.41,0.38,0.12,Wu Lei,La Liga,F
2,,,,49,2818,7,1,2.4,0.86,10.74+3.74,3.51+2.51,0.34,0.11,Wu Lei,La Liga,F
0,1.0,2019/2020,Granada,34,2165,11,3,1.95,0.83,9.81-1.19,2.91-0.09,0.41,0.12,Carlos Fernández,La Liga,F
1,2.0,2017/2018,Sevilla,2,140,1,0,3.21,1.93,0.32-0.68,0.13+0.13,0.21,0.08,Carlos Fernández,La Liga,F
2,3.0,2016/2017,Sevilla,3,87,1,0,3.1,0.0,1.63+0.63,0.00,1.69,0.0,Carlos Fernández,La Liga,F
3,4.0,2015/2016,Sevilla,1,26,0,0,0.0,3.46,0.00,0.03+0.03,0.0,0.11,Carlos Fernández,La Liga,F
4,5.0,2014/2015,Sevilla,1,7,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Carlos Fernández,La Liga,F
5,,,,41,2425,13,3,2.04,0.89,11.76-1.24,3.07+0.07,0.44,0.11,Carlos Fernández,La Liga,F
0,1.0,2019/2020,Real Madrid,16,1101,1,3,1.55,1.72,2.41+1.41,3.07+0.07,0.2,0.25,Eden Hazard,La Liga,F
1,2.0,2018/2019,Chelsea,37,2935,16,15,2.85,3.01,12.30-3.70,11.57-3.43,0.38,0.35,Eden Hazard,La Liga,F
2,3.0,2017/2018,Chelsea,34,2451,12,4,2.61,3.08,8.21-3.79,7.30+3.30,0.3,0.27,Eden Hazard,La Liga,F
3,4.0,2016/2017,Chelsea,36,3050,16,5,2.27,2.6,11.03-4.97,6.44+1.44,0.33,0.19,Eden Hazard,La Liga,F
4,5.0,2015/2016,Chelsea,31,2183,4,3,1.48,2.72,2.58-1.42,4.18+1.18,0.11,0.17,Eden Hazard,La Liga,F
5,6.0,2014/2015,Chelsea,38,3389,14,9,2.07,2.66,12.02-1.98,11.24+2.24,0.32,0.3,Eden Hazard,La Liga,F
6,,,,192,15109,63,39,2.23,2.72,48.55-14.45,43.80+4.80,0.29,0.26,Eden Hazard,La Liga,F
0,1.0,2020/2021,Lyon,1,68,0,0,7.94,1.32,0.53+0.53,0.12+0.12,0.69,0.16,Karl Toko Ekambi,La Liga,F
1,2.0,2019/2020,Villarreal,18,990,6,2,3.55,0.82,7.85+1.85,1.56-0.44,0.71,0.14,Karl Toko Ekambi,La Liga,F
2,3.0,2019/2020,Lyon,8,547,2,1,2.14,1.65,2.12+0.12,1.19+0.19,0.35,0.2,Karl Toko Ekambi,La Liga,F
3,4.0,2018/2019,Villarreal,34,2147,10,1,2.47,1.09,10.61+0.61,2.19+1.19,0.44,0.09,Karl Toko Ekambi,La Liga,F
4,5.0,2017/2018,Angers,37,3033,17,5,3.06,1.39,16.10-0.90,5.88+0.88,0.48,0.17,Karl Toko Ekambi,La Liga,F
5,6.0,2016/2017,Angers,31,2447,7,4,3.02,1.4,6.49-0.51,3.24-0.76,0.24,0.12,Karl Toko Ekambi,La Liga,F
6,,,,129,9232,42,13,2.94,1.28,43.70+1.70,14.18+1.18,0.43,0.14,Karl Toko Ekambi,La Liga,F
0,1.0,2019/2020,Sevilla,15,912,3,0,2.96,0.99,2.51-0.49,0.45+0.45,0.25,0.04,Nolito,La Liga,F
1,2.0,2019/2020,Celta Vigo,7,310,2,1,2.03,1.74,1.64-0.36,0.64-0.36,0.47,0.18,Nolito,La Liga,F
2,3.0,2018/2019,Sevilla,4,73,0,0,2.47,0.0,0.45+0.45,0.00,0.56,0.0,Nolito,La Liga,F
3,4.0,2017/2018,Sevilla,30,1596,4,5,2.14,1.86,5.21+1.21,4.35-0.65,0.29,0.25,Nolito,La Liga,F
4,5.0,2016/2017,Manchester City,19,786,4,2,3.66,1.49,3.99-0.01,1.41-0.59,0.46,0.16,Nolito,La Liga,F
5,6.0,2015/2016,Celta Vigo,29,2473,12,7,2.95,2.18,8.69-3.31,7.39+0.39,0.32,0.27,Nolito,La Liga,F
6,7.0,2014/2015,Celta Vigo,36,2970,13,13,3.18,2.91,11.04-1.96,14.73+1.73,0.33,0.45,Nolito,La Liga,F
7,,,,140,9120,38,28,2.91,2.15,33.53-4.47,28.96+0.96,0.33,0.29,Nolito,La Liga,F
0,1.0,2019/2020,Mallorca,22,1506,5,1,2.69,1.02,3.83-1.17,1.75+0.75,0.23,0.1,Juan Camilo Hernández,La Liga,F
1,2.0,2018/2019,SD Huesca,34,2171,4,3,3.32,1.37,10.61+6.61,4.56+1.56,0.44,0.19,Juan Camilo Hernández,La Liga,F
2,,,,56,3677,9,4,3.06,1.22,14.45+5.45,6.32+2.32,0.35,0.15,Juan Camilo Hernández,La Liga,F
0,1.0,2019/2020,Real Sociedad,37,3086,10,11,1.81,1.49,8.04-1.96,8.17-2.83,0.23,0.24,Mikel Oyarzabal,La Liga,F
1,2.0,2018/2019,Real Sociedad,37,3168,13,2,1.88,1.28,11.03-1.97,4.94+2.94,0.31,0.14,Mikel Oyarzabal,La Liga,F
2,3.0,2017/2018,Real Sociedad,35,2788,12,5,2.07,1.36,8.99-3.01,5.49+0.49,0.29,0.18,Mikel Oyarzabal,La Liga,F
3,4.0,2016/2017,Real Sociedad,38,2730,2,7,1.88,1.12,4.90+2.90,5.17-1.83,0.16,0.17,Mikel Oyarzabal,La Liga,F
4,5.0,2015/2016,Real Sociedad,22,1493,6,1,1.81,1.21,2.80-3.20,2.89+1.89,0.17,0.17,Mikel Oyarzabal,La Liga,F
5,,,,169,13265,43,26,1.89,1.3,35.76-7.24,26.66+0.66,0.24,0.18,Mikel Oyarzabal,La Liga,F
0,1.0,2019/2020,Getafe,32,1352,10,3,3.53,1.2,8.20-1.80,2.51-0.49,0.55,0.17,Ángel,La Liga,F
1,2.0,2018/2019,Getafe,37,1816,8,3,3.32,0.99,8.30+0.30,4.14+1.14,0.41,0.21,Ángel,La Liga,F
2,3.0,2017/2018,Getafe,33,2304,13,2,2.66,0.7,10.47-2.53,4.42+2.42,0.41,0.17,Ángel,La Liga,F
3,4.0,2014/2015,Eibar,15,521,0,1,1.38,0.35,1.16+1.16,0.34-0.66,0.2,0.06,Ángel,La Liga,F
4,,,,117,5993,31,9,2.94,0.87,28.12-2.88,11.41+2.41,0.42,0.17,Ángel,La Liga,F
0,1.0,2019/2020,Espanyol,20,863,0,0,1.67,0.21,1.09+1.09,0.11+0.11,0.11,0.01,Víctor Campuzano,La Liga,F
1,,,,20,863,0,0,1.67,0.21,1.09+1.09,0.11+0.11,0.11,0.01,Víctor Campuzano,La Liga,F
0,1.0,2019/2020,Leganes,13,793,1,0,1.59,0.91,2.53+1.53,0.72+0.72,0.29,0.08,Guerrero,La Liga,F
1,2.0,2017/2018,Leganes,22,1438,4,3,1.88,0.88,5.54+1.54,1.81-1.19,0.35,0.11,Guerrero,La Liga,F
2,3.0,2016/2017,Leganes,31,2147,5,1,1.8,0.8,5.25+0.25,1.61+0.61,0.22,0.07,Guerrero,La Liga,F
3,4.0,2015/2016,Sporting Gijon,23,1093,2,1,1.81,0.91,3.47+1.47,2.31+1.31,0.29,0.19,Guerrero,La Liga,F
4,,,,89,5471,12,5,1.79,0.86,16.79+4.79,6.45+1.45,0.28,0.11,Guerrero,La Liga,F
0,1.0,2020/2021,Lokomotiv Moscow,5,427,1,0,2.95,1.05,2.10+1.10,1.00+1.00,0.44,0.21,Fedor Smolov,La Liga,F
1,2.0,2019/2020,Lokomotiv Moscow,14,914,3,3,3.54,1.77,5.08+2.08,2.40-0.60,0.5,0.24,Fedor Smolov,La Liga,F
2,3.0,2019/2020,Celta Vigo,14,747,2,0,1.93,0.48,1.74-0.26,0.19+0.19,0.21,0.02,Fedor Smolov,La Liga,F
3,4.0,2018/2019,Lokomotiv Moscow,22,1495,6,2,3.01,1.26,6.72+0.72,2.13+0.13,0.4,0.13,Fedor Smolov,La Liga,F
4,5.0,2018/2019,FC Krasnodar,2,180,1,1,2.0,2.0,0.40-0.60,0.65-0.35,0.2,0.33,Fedor Smolov,La Liga,F
5,6.0,2017/2018,FC Krasnodar,22,1912,14,6,4.42,1.88,11.43-2.57,5.79-0.21,0.54,0.27,Fedor Smolov,La Liga,F
6,7.0,2016/2017,FC Krasnodar,22,1934,18,0,4.75,1.16,10.14-7.86,1.38+1.38,0.47,0.06,Fedor Smolov,La Liga,F
7,8.0,2015/2016,FC Krasnodar,29,2547,20,7,4.03,1.41,12.90-7.10,3.69-3.31,0.46,0.13,Fedor Smolov,La Liga,F
8,9.0,2014/2015,Ural,22,1669,8,2,2.97,0.97,8.33+0.33,2.38+0.38,0.45,0.13,Fedor Smolov,La Liga,F
9,10.0,2014/2015,Dinamo Moscow,2,118,0,0,2.29,1.53,0.09+0.09,0.72+0.72,0.07,0.55,Fedor Smolov,La Liga,F
10,,,,154,11943,73,21,3.68,1.33,58.93-14.07,20.34-0.66,0.44,0.15,Fedor Smolov,La Liga,F
0,1.0,2019/2020,Barcelona,24,1022,7,1,2.91,1.59,3.73-3.27,2.46+1.46,0.33,0.22,Anssumane Fati,La Liga,F
1,,,,24,1022,7,1,2.91,1.59,3.73-3.27,2.46+1.46,0.33,0.22,Anssumane Fati,La Liga,F
0,1.0,2019/2020,Atletico Madrid,33,2065,5,6,1.87,1.22,7.24+2.24,4.68-1.32,0.32,0.2,Ángel Correa,La Liga,F
1,2.0,2018/2019,Atletico Madrid,36,1922,3,2,1.5,1.78,2.31-0.69,5.11+3.11,0.11,0.24,Ángel Correa,La Liga,F
2,3.0,2017/2018,Atletico Madrid,37,2272,8,4,1.82,1.15,6.36-1.64,3.08-0.92,0.25,0.12,Ángel Correa,La Liga,F
3,4.0,2016/2017,Atletico Madrid,31,1215,4,8,2.74,1.7,5.16+1.16,3.79-4.21,0.38,0.28,Ángel Correa,La Liga,F
4,5.0,2015/2016,Atletico Madrid,26,938,5,4,2.97,1.44,3.59-1.41,2.63-1.37,0.34,0.25,Ángel Correa,La Liga,F
5,,,,163,8412,25,24,2.02,1.42,24.66-0.34,19.29-4.71,0.26,0.21,Ángel Correa,La Liga,F
0,1.0,2019/2020,Real Madrid,23,1185,1,2,1.75,1.75,2.38+1.38,2.24+0.24,0.18,0.17,Isco,La Liga,F
1,2.0,2018/2019,Real Madrid,27,1186,3,2,1.9,1.97,5.30+2.30,2.25+0.25,0.4,0.17,Isco,La Liga,F
2,3.0,2017/2018,Real Madrid,30,1781,7,7,2.48,2.43,6.02-0.98,6.12-0.88,0.3,0.31,Isco,La Liga,F
3,4.0,2016/2017,Real Madrid,30,1638,10,8,1.76,2.03,4.49-5.51,5.06-2.94,0.25,0.28,Isco,La Liga,F
4,5.0,2015/2016,Real Madrid,31,1831,3,7,1.97,2.11,3.94+0.94,6.53-0.47,0.19,0.32,Isco,La Liga,F
5,6.0,2014/2015,Real Madrid,34,2348,4,9,1.69,2.07,4.38+0.38,6.76-2.24,0.17,0.26,Isco,La Liga,F
6,,,,175,9969,28,35,1.92,2.09,26.52-1.48,28.97-6.03,0.24,0.26,Isco,La Liga,F
0,1.0,2019/2020,Sevilla,28,1645,3,3,0.88,1.15,1.60-1.40,2.63-0.37,0.09,0.14,Óliver Torres,La Liga,F
1,2.0,2015/2016,Atletico Madrid,21,814,0,2,1.0,1.88,0.31+0.31,1.71-0.29,0.03,0.19,Óliver Torres,La Liga,F
2,,,,49,2459,3,5,0.92,1.39,1.92-1.08,4.34-0.66,0.07,0.16,Óliver Torres,La Liga,F
0,1.0,2019/2020,Real Madrid,16,1099,2,2,2.78,0.98,4.05+2.05,1.56-0.44,0.33,0.13,Gareth Bale,La Liga,F
1,2.0,2018/2019,Real Madrid,29,1786,8,3,3.83,0.91,9.42+1.42,3.25+0.25,0.47,0.16,Gareth Bale,La Liga,F
2,3.0,2017/2018,Real Madrid,26,1803,16,2,3.79,2.05,12.18-3.82,5.89+3.89,0.61,0.29,Gareth Bale,La Liga,F
3,4.0,2016/2017,Real Madrid,19,1428,7,2,4.03,1.39,7.64+0.64,2.73+0.73,0.48,0.17,Gareth Bale,La Liga,F
4,5.0,2015/2016,Real Madrid,23,1743,19,10,4.18,2.58,10.66-8.34,9.02-0.98,0.55,0.47,Gareth Bale,La Liga,F
5,6.0,2014/2015,Real Madrid,31,2585,13,9,3.59,1.78,14.10+1.10,8.75-0.25,0.49,0.3,Gareth Bale,La Liga,F
6,,,,144,10444,65,28,3.74,1.67,58.05-6.95,31.20+3.20,0.5,0.27,Gareth Bale,La Liga,F
0,1.0,2019/2020,Osasuna,14,795,2,1,2.38,0.79,1.58-0.42,0.37-0.63,0.18,0.04,José Arnáiz,La Liga,F
1,2.0,2019/2020,Leganes,12,312,0,0,2.88,2.31,0.61+0.61,0.63+0.63,0.18,0.18,José Arnáiz,La Liga,F
2,3.0,2018/2019,Leganes,6,104,0,0,0.87,0.87,0.03+0.03,0.07+0.07,0.03,0.06,José Arnáiz,La Liga,F
3,4.0,2017/2018,Barcelona,1,3,0,0,0.0,0.0,0.00,0.00,0.0,0.0,José Arnáiz,La Liga,F
4,,,,33,1214,2,1,2.37,1.19,2.22+0.22,1.08+0.08,0.16,0.08,José Arnáiz,La Liga,F
0,1.0,2019/2020,Real Betis,32,2678,7,4,3.43,1.38,6.81-0.19,2.72-1.28,0.23,0.09,Nabil Fekir,La Liga,F
1,2.0,2018/2019,Lyon,29,1986,9,7,4.12,2.31,10.11+1.11,5.37-1.63,0.46,0.24,Nabil Fekir,La Liga,F
2,3.0,2017/2018,Lyon,30,2488,18,8,3.18,2.17,11.94-6.06,7.04-0.96,0.43,0.25,Nabil Fekir,La Liga,F
3,4.0,2016/2017,Lyon,32,2240,9,4,2.85,2.57,8.73-0.27,5.60+1.60,0.35,0.22,Nabil Fekir,La Liga,F
4,5.0,2015/2016,Lyon,9,455,4,1,3.96,2.37,1.75-2.25,0.56-0.44,0.35,0.11,Nabil Fekir,La Liga,F
5,6.0,2014/2015,Lyon,34,2796,13,9,2.83,1.55,10.63-2.37,6.04-2.96,0.34,0.19,Nabil Fekir,La Liga,F
6,,,,166,12643,60,33,3.27,1.96,49.98-10.02,27.32-5.68,0.36,0.19,Nabil Fekir,La Liga,F
0,1.0,2019/2020,Osasuna,19,701,1,2,1.54,1.28,1.88+0.88,1.07-0.93,0.24,0.14,Marc Cardona,La Liga,F
1,2.0,2018/2019,Eibar,17,600,3,1,2.55,0.75,3.20+0.20,0.67-0.33,0.48,0.1,Marc Cardona,La Liga,F
2,,,,36,1301,4,3,2.01,1.04,5.08+1.08,1.74-1.26,0.35,0.12,Marc Cardona,La Liga,F
0,1.0,2019/2020,Villarreal,19,689,2,1,2.35,0.52,3.44+1.44,0.66-0.34,0.45,0.09,Carlos Bacca,La Liga,F
1,2.0,2018/2019,Villarreal,33,1250,6,1,2.23,1.66,3.95-2.05,1.87+0.87,0.28,0.13,Carlos Bacca,La Liga,F
2,3.0,2017/2018,Villarreal,35,2513,15,6,2.61,1.07,14.40-0.60,5.56-0.44,0.52,0.2,Carlos Bacca,La Liga,F
3,4.0,2016/2017,AC Milan,32,2152,13,3,2.34,0.79,14.85+1.85,2.61-0.39,0.62,0.11,Carlos Bacca,La Liga,F
4,5.0,2015/2016,AC Milan,38,3179,18,2,2.18,1.16,14.87-3.13,3.66+1.66,0.42,0.1,Carlos Bacca,La Liga,F
5,6.0,2014/2015,Sevilla,37,2581,20,6,2.41,1.08,19.28-0.72,4.73-1.27,0.67,0.16,Carlos Bacca,La Liga,F
6,,,,194,12364,74,19,2.36,1.08,70.80-3.20,19.08+0.08,0.52,0.14,Carlos Bacca,La Liga,F
