,№,Season,Team,Apps,Min,G,A,Sh90,KP90,xG,xA,xG90,xA90,Player,League,Pos
2,3.0,2017/2018,VfB Stuttgart,34,3060,1,0,0.32,0.24,0.64-0.36,1.18+1.18,0.02,0.03,Benjamin Pavard,Bundesliga,D
3,4.0,2015/2016,Lille,13,636,0,0,0.42,0.57,0.12+0.12,0.20+0.20,0.02,0.03,Benjamin Pavard,Bundesliga,D
4,5.0,2014/2015,Lille,8,504,0,0,0.71,0.18,0.08+0.08,0.05+0.05,0.02,0.01,Benjamin Pavard,Bundesliga,D
5,,,,116,9598,6,4,0.51,0.4,3.14-2.86,5.69+1.69,0.03,0.05,Benjamin Pavard,Bundesliga,D
0,1.0,2019/2020,Borussia M.Gladbach,31,2782,1,1,0.55,0.26,2.12+1.12,1.56+0.56,0.07,0.05,Matthias Ginter,Bundesliga,D
1,2.0,2018/2019,Borussia M.Gladbach,27,2379,2,0,0.83,0.34,1.61-0.39,0.89+0.89,0.06,0.03,Matthias Ginter,Bundesliga,D
2,3.0,2017/2018,Borussia M.Gladbach,34,3060,5,2,0.79,0.21,3.79-1.21,1.14-0.86,0.11,0.03,Matthias Ginter,Bundesliga,D
3,4.0,2016/2017,Borussia Dortmund,29,2474,0,1,0.73,0.29,1.48+1.48,0.86-0.14,0.05,0.03,Matthias Ginter,Bundesliga,D
4,5.0,2015/2016,Borussia Dortmund,24,1893,3,4,0.81,1.0,1.73-1.27,3.03-0.97,0.08,0.14,Matthias Ginter,Bundesliga,D
5,6.0,2014/2015,Borussia Dortmund,14,840,0,1,1.5,0.43,0.42+0.42,0.59-0.41,0.04,0.06,Matthias Ginter,Bundesliga,D
6,,,,159,13428,11,9,0.78,0.38,11.13+0.13,8.06-0.94,0.07,0.05,Matthias Ginter,Bundesliga,D
0,1.0,2019/2020,Schalke 04,34,3011,0,5,0.27,1.26,0.25+0.25,2.87-2.13,0.01,0.09,Bastian Oczipka,Bundesliga,D
1,2.0,2018/2019,Schalke 04,21,1877,1,5,0.62,2.16,0.37-0.63,4.18-0.82,0.02,0.2,Bastian Oczipka,Bundesliga,D
2,3.0,2017/2018,Schalke 04,29,2318,0,1,0.58,2.14,0.90+0.90,3.94+2.94,0.03,0.15,Bastian Oczipka,Bundesliga,D
3,4.0,2016/2017,Eintracht Frankfurt,33,2954,1,4,0.34,1.13,0.29-0.71,3.25-0.75,0.01,0.1,Bastian Oczipka,Bundesliga,D
4,5.0,2015/2016,Eintracht Frankfurt,30,2700,0,0,0.33,0.73,0.37+0.37,1.90+1.90,0.01,0.06,Bastian Oczipka,Bundesliga,D
5,6.0,2014/2015,Eintracht Frankfurt,30,2571,1,4,0.39,1.54,0.32-0.68,2.80-1.20,0.01,0.1,Bastian Oczipka,Bundesliga,D
6,,,,177,15431,3,19,0.4,1.43,2.49-0.51,18.93-0.07,0.01,0.11,Bastian Oczipka,Bundesliga,D
0,1.0,2019/2020,Union Berlin,31,2790,2,0,0.9,0.06,1.88-0.12,0.05+0.05,0.06,0.0,Marvin Friedrich,Bundesliga,D
1,2.0,2015/2016,Schalke 04,2,3,0,0,0.0,0.0,0.00,0.00,0.0,0.0,Marvin Friedrich,Bundesliga,D
2,3.0,2014/2015,Schalke 04,5,242,0,0,1.12,0.0,0.18+0.18,0.00,0.07,0.0,Marvin Friedrich,Bundesliga,D
3,,,,38,3035,2,0,0.92,0.06,2.06+0.06,0.05+0.05,0.06,0.0,Marvin Friedrich,Bundesliga,D
0,1.0,2019/2020,Mainz 05,33,2970,1,2,0.36,0.36,1.05+0.05,0.89-1.11,0.03,0.03,Moussa Niakhate,Bundesliga,D
1,2.0,2018/2019,Mainz 05,33,2788,1,1,0.32,0.32,1.89+0.89,0.45-0.55,0.06,0.01,Moussa Niakhate,Bundesliga,D
2,3.0,2017/2018,Metz,35,3102,0,1,0.52,0.15,0.99+0.99,0.19-0.81,0.03,0.01,Moussa Niakhate,Bundesliga,D
3,,,,101,8860,2,4,0.41,0.27,3.94+1.94,1.52-2.48,0.04,0.02,Moussa Niakhate,Bundesliga,D
